,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중(%),상장주식수
,045970,코아시아,"10,100","-750","-6.9","10,550","10,750","10,000","865,278","8,961,296,300","265,174,126,400","0.09","26,254,864"
,046070,코다코,"1,150","15","1.3","1,125","1,150","1,110","340,959","384,449,345","44,923,894,400","0.02","39,064,256"
,046110,한일네트웍스,"4,560","0","0.0","4,560","4,695","4,500","113,100","518,027,795","54,511,275,120","0.02","11,954,227"
,046120,오르비텍,"3,000","115","4.0","2,900","3,070","2,820","1,306,648","3,876,025,630","71,371,719,000","0.02","23,790,573"
,046140,SBS콘텐츠허브,"5,840","0","0.0","5,800","5,890","5,780","75,454","438,616,620","125,347,161,200","0.04","21,463,555"
,046210,파나진,"4,795","95","2.0","4,950","4,950","4,690","184,759","891,197,535","154,095,284,700","0.05","32,136,660"
,046310,백금T&A,"2,890","20","0.7","2,865","2,935","2,825","276,251","798,448,005","46,955,607,350","0.02","16,247,615"
,046390,삼화네트웍스,"1,410","10","0.7","1,380","1,410","1,370","120,491","167,385,705","60,873,835,530","0.02","43,172,933"
,046440,KG모빌리언스,"10,450","-250","-2.3","10,650","10,650","10,300","501,714","5,249,344,450","405,727,185,600","0.14","38,825,568"
,046890,서울반도체,"14,500","-50","-0.3","14,400","15,200","14,400","1,892,383","28,036,713,500","845,428,300,000","0.29","58,305,400"
,046940,우원개발,"6,030","10","0.2","6,130","6,240","5,990","272,458","1,663,800,940","108,988,330,500","0.04","18,074,350"
,046970,우리로,"1,670","-20","-1.2","1,680","1,705","1,655","292,339","487,662,835","45,957,698,600","0.02","27,519,580"
,047080,한빛소프트,"2,765","-40","-1.4","2,790","2,820","2,710","89,996","247,470,640","68,516,246,540","0.02","24,779,836"
,047310,파워로직스,"7,230","-130","-1.8","7,360","7,360","7,130","465,887","3,372,379,230","248,863,699,860","0.08","34,420,982"
,047560,이스트소프트,"6,440","-100","-1.5","6,540","6,570","6,350","28,506","183,060,100","63,752,136,000","0.02","9,899,400"
,047770,코데즈컴바인,"2,555","30","1.2","2,525","2,575","2,495","432,441","1,093,808,940","96,687,848,110","0.03","37,842,602"
,047820,초록뱀,"1,565","15","1.0","1,520","1,620","1,520","4,962,111","7,859,793,340","142,169,908,480","0.05","90,843,392"
,047920,메디포럼제약,"5,810","360","6.6","5,440","5,880","5,350","826,078","4,695,175,200","81,589,086,320","0.03","14,042,872"
,048260,오스템임플란트,"34,300","900","2.7","32,950","34,700","32,750","371,781","12,626,271,700","490,000,093,100","0.17","14,285,717"
,048410,현대바이오,"13,000","50","0.4","13,250","14,350","12,950","7,972,774","109,034,648,350","466,906,401,000","0.16","35,915,877"
,048430,유라테크,"12,000","600","5.3","11,400","12,000","11,400","523,490","6,184,349,400","138,240,000,000","0.05","11,520,000"
,048470,대동스틸,"5,080","-30","-0.6","5,080","5,180","5,000","37,144","188,702,250","50,800,000,000","0.02","10,000,000"
,048530,인트론바이오,"15,400","-250","-1.6","15,700","16,000","15,200","955,632","14,952,865,850","482,899,124,400","0.16","31,357,086"
,048550,SM C&C,"1,755","-45","-2.5","1,750","1,780","1,715","1,042,633","1,809,002,900","166,040,760,600","0.06","94,610,120"
,048770,TPC,"3,670","-30","-0.8","3,690","3,725","3,570","86,203","314,071,770","49,472,612,920","0.02","13,480,276"
,048830,엔피케이,"1,765","-30","-1.7","1,795","1,800","1,750","100,071","176,652,635","33,047,724,095","0.01","18,723,923"
,048870,시너지이노베이션,"1,965","110","5.9","1,840","1,975","1,810","2,108,628","4,064,187,365","128,203,675,965","0.04","65,243,601"
,048910,대원미디어,"6,130","-130","-2.1","6,260","6,260","6,050","72,417","444,232,070","77,108,938,980","0.03","12,578,946"
,049070,인탑스,"11,300","-100","-0.9","11,300","11,600","11,200","113,188","1,287,558,950","194,360,000,000","0.07","17,200,000"
,049080,기가레인,"1,100","-20","-1.8","1,115","1,120","1,100","367,393","406,845,970","57,503,732,000","0.02","52,276,120"
,049120,파인디앤씨,"1,920","45","2.4","1,850","1,945","1,840","301,974","573,300,515","50,611,092,480","0.02","26,359,944"
,049180,셀루메드,"5,980","0","0.0","0","0","0","0","0","177,612,320,860","0.06","29,701,057"
,049430,코메론,"8,710","-120","-1.4","8,820","8,830","8,580","25,074","218,208,140","78,808,080,000","0.03","9,048,000"
,049470,SGA,"611","-10","-1.6","632","632","601","119,128","72,623,442","29,549,334,139","0.01","48,362,249"
,049480,오픈베이스,"3,300","-110","-3.2","3,390","3,490","3,285","1,544,120","5,191,198,640","103,693,863,900","0.04","31,422,383"
,049520,유아이엘,"4,080","0","0.0","4,080","4,100","4,045","18,337","74,583,090","88,882,538,880","0.03","21,784,936"
,049550,잉크테크,"3,010","10","0.3","3,015","3,050","2,955","24,380","73,187,905","48,219,995,320","0.02","16,019,932"
,049630,재영솔루텍,"772","2","0.3","767","779","764","278,153","214,610,854","56,554,592,368","0.02","73,257,244"
,049720,고려신용정보,"5,460","-40","-0.7","5,500","5,500","5,380","68,350","370,850,020","78,078,000,000","0.03","14,300,000"
,049830,승일,"8,750","-60","-0.7","8,710","8,830","8,680","27,544","240,227,460","53,655,980,000","0.02","6,132,112"
,049950,미래컴퍼니,"26,300","250","1.0","26,050","27,700","25,800","89,457","2,403,971,150","219,928,647,800","0.07","8,362,306"
,049960,쎌바이오텍,"16,550","-150","-0.9","16,600","17,100","16,500","81,780","1,374,850,000","155,570,000,000","0.05","9,400,000"
,050090,휘닉스소재,"536","0","0.0","536","544","520","249,503","132,616,893","42,418,472,912","0.01","79,138,942"
,050110,캠시스,"3,060","-20","-0.6","3,065","3,135","3,000","3,933,109","12,052,390,845","207,590,338,800","0.07","67,839,980"
,050120,라이브플렉스,"688","-12","-1.7","690","741","687","4,716,894","3,335,653,200","75,626,512,128","0.03","109,922,256"
,050320,에이앤티앤,"1,010","0","0.0","0","0","0","0","0","45,108,377,600","0.02","44,661,760"
,050540,한국코퍼레이션,"282","0","0.0","0","0","0","0","0","10,937,537,226","0.00","38,785,593"
,050760,에스폴리텍,"6,800","-280","-4.0","7,080","7,090","6,690","373,100","2,556,898,100","111,075,810,400","0.04","16,334,678"
,050860,아세아텍,"2,810","-45","-1.6","2,835","2,865","2,795","225,586","635,280,445","49,175,000,000","0.02","17,500,000"
,050890,쏠리드,"8,310","50","0.6","8,100","8,310","7,990","4,072,317","33,193,692,950","433,658,804,250","0.15","52,185,175"
,050960,수산아이앤티,"8,340","660","8.6","7,680","8,470","7,680","324,247","2,657,180,690","56,303,340,000","0.02","6,751,000"
,051160,지어소프트,"12,250","-500","-3.9","12,550","12,700","12,000","322,787","3,962,188,800","178,538,298,750","0.06","14,574,555"
,051360,토비스,"6,850","-70","-1.0","6,900","7,060","6,820","76,583","528,063,420","114,511,847,300","0.04","16,717,058"
,051370,인터플렉스,"14,250","-350","-2.4","14,450","14,950","14,150","506,252","7,348,056,150","332,416,476,000","0.11","23,327,472"
,051380,피씨디렉트,"10,900","-300","-2.7","10,950","11,250","10,700","278,473","3,034,878,800","83,587,042,400","0.03","7,668,536"
,051390,YW,"3,725","0","0.0","3,730","3,820","3,705","14,555","54,547,755","42,298,745,800","0.01","11,355,368"
,051490,나라엠앤디,"6,720","-350","-5.0","7,030","7,050","6,630","317,493","2,170,977,140","95,424,000,000","0.03","14,200,000"
,051500,CJ프레시웨이,"15,500","0","0.0","15,400","15,650","15,250","45,379","698,392,100","184,009,583,000","0.06","11,871,586"
,051780,큐로홀딩스,"597","-21","-3.4","614","628","586","492,668","295,228,081","53,170,131,609","0.02","89,062,197"
,051980,센트럴바이오,"657","-6","-0.9","663","663","644","220,967","144,103,015","30,422,312,730","0.01","46,304,890"
,052020,에스티큐브,"10,150","50","0.5","9,990","10,250","9,970","395,297","3,972,861,880","308,407,841,350","0.11","30,385,009"
,052190,이에스에이,"295","0","0.0","0","0","0","0","0","13,511,445,155","0.00","45,801,509"
,052220,iMBC,"2,655","-45","-1.7","2,695","2,880","2,650","728,247","2,000,941,290","61,065,000,000","0.02","23,000,000"
,052260,SK바이오랜드,"29,350","200","0.7","29,200","29,900","28,650","597,073","17,526,867,500","440,250,000,000","0.15","15,000,000"
,052300,W홀딩컴퍼니,"246","-2","-0.8","247","249","240","1,322,957","324,598,577","57,174,850,878","0.02","232,418,093"
,052330,코텍,"8,850","-190","-2.1","8,960","9,020","8,840","42,817","382,375,240","137,834,785,200","0.05","15,574,552"
,052400,코나아이,"13,050","0","0.0","0","0","0","0","0","203,046,489,900","0.07","15,559,118"
,052420,오성첨단소재,"2,220","-20","-0.9","2,225","2,265","2,195","895,012","1,988,861,085","137,565,019,500","0.05","61,966,225"
,052460,아이크래프트,"4,150","-190","-4.4","4,340","4,365","4,135","356,086","1,507,680,855","60,622,934,400","0.02","14,607,936"
,052600,한네트,"3,900","-40","-1.0","3,935","4,010","3,800","437,253","1,708,147,420","45,098,430,000","0.02","11,563,700"
,052670,제일바이오,"8,450","20","0.2","8,500","9,470","8,420","10,703,436","95,885,878,530","126,750,000,000","0.04","15,000,000"
,052710,아모텍,"31,100","-1,550","-4.8","32,450","32,600","30,700","245,075","7,719,113,650","303,019,926,600","0.10","9,743,406"
,052770,아이톡시,"4,460","0","0.0","0","0","0","0","0","32,518,212,340","0.01","7,291,079"
,052790,액토즈소프트,"11,700","650","5.9","11,350","11,950","10,750","567,230","6,565,557,150","132,568,464,600","0.05","11,330,638"
,052860,아이앤씨,"4,710","-35","-0.7","4,670","4,745","4,560","536,674","2,494,686,310","82,963,371,840","0.03","17,614,304"
,052900,KMH하이텍,"1,270","-30","-2.3","1,315","1,365","1,265","4,009,635","5,304,437,675","59,544,583,730","0.02","46,885,499"
,053030,바이넥스,"18,950","250","1.3","18,400","21,450","18,300","13,586,174","270,389,212,750","601,492,859,600","0.20","31,741,048"
,053050,지에스이,"1,475","-20","-1.3","1,485","1,520","1,460","427,229","635,146,530","44,231,705,575","0.02","29,987,597"
,053060,세동,"520","-13","-2.4","528","528","508","237,518","122,239,151","11,133,720,000","0.00","21,411,000"
,053110,소리바다,"469","-11","-2.3","480","480","463","1,468,512","685,201,122","44,999,136,434","0.02","95,946,986"
,053160,프리엠스,"9,720","-280","-2.8","9,800","10,250","9,430","230,555","2,255,105,710","58,320,000,000","0.02","6,000,000"
,053260,금강철강,"3,205","155","5.1","3,050","3,205","3,020","76,021","238,527,590","59,997,600,000","0.02","18,720,000"
,053270,구영테크,"1,580","-20","-1.2","1,600","1,635","1,550","764,282","1,211,841,460","41,702,794,920","0.01","26,394,174"
,053280,예스24,"7,220","-160","-2.2","7,360","7,420","7,130","138,070","1,000,663,980","124,184,000,000","0.04","17,200,000"
,053290,NE능률,"2,885","-40","-1.4","2,915","2,915","2,840","105,370","302,265,300","46,367,826,745","0.02","16,072,037"
,053300,한국정보인증,"6,290","-190","-2.9","6,430","6,710","6,250","1,986,637","12,936,517,630","196,027,850,000","0.07","31,165,000"
,053350,이니텍,"4,485","-140","-3.0","4,625","4,665","4,435","57,845","260,982,715","88,762,258,260","0.03","19,790,916"
,053450,세코닉스,"4,860","0","0.0","4,820","4,935","4,820","60,564","293,914,055","57,363,945,660","0.02","11,803,281"
,053580,웹케시,"59,200","-800","-1.3","60,000","60,800","59,100","54,744","3,278,943,800","400,408,376,000","0.14","6,763,655"
,053590,한국테크놀로지,"1,000","-20","-2.0","1,020","1,020","995","962,204","963,588,181","100,281,799,000","0.03","100,281,799"
,053610,프로텍,"21,650","-900","-4.0","22,450","22,950","21,550","199,228","4,417,212,900","238,150,000,000","0.08","11,000,000"
,053620,태양,"9,210","20","0.2","9,200","9,300","9,150","7,054","65,066,530","79,206,000,000","0.03","8,600,000"
,053660,현진소재,"400","0","0.0","0","0","0","0","0","21,280,401,200","0.01","53,201,003"
,053700,삼보모터스,"4,870","-190","-3.8","5,000","5,110","4,640","215,356","1,065,729,990","81,728,471,490","0.03","16,782,027"
,053800,안랩,"60,600","-900","-1.5","61,200","61,700","60,000","117,006","7,109,012,600","606,839,613,000","0.21","10,013,855"
,053950,경남제약,"8,170","160","2.0","8,050","8,570","7,970","895,016","7,370,141,820","142,505,772,390","0.05","17,442,567"
,053980,오상자이엘,"11,250","-350","-3.0","11,750","11,900","10,800","2,963,739","33,617,435,600","199,663,672,500","0.07","17,747,882"
,054040,한국컴퓨터,"2,395","-30","-1.2","2,420","2,420","2,355","59,273","141,078,330","38,490,739,550","0.01","16,071,290"
,054050,농우바이오,"10,800","0","0.0","10,650","11,050","10,550","217,189","2,355,350,250","173,130,058,800","0.06","16,030,561"
,054090,삼진엘앤디,"2,825","-100","-3.4","2,925","2,925","2,795","1,212,796","3,436,713,065","70,509,830,400","0.02","24,959,232"
,054180,중앙오션,"1,135","-25","-2.2","1,160","1,165","1,115","624,317","708,149,520","36,587,486,585","0.01","32,235,671"
,054210,이랜텍,"4,175","-50","-1.2","4,200","4,275","4,160","126,020","529,860,950","94,592,632,650","0.03","22,656,918"
,054220,비츠로시스,"3,875","0","0.0","0","0","0","0","0","121,326,164,750","0.04","31,309,978"
,054300,팬스타엔터프라이즈,"800","-2","-0.2","797","815","788","218,102","174,427,551","41,854,374,400","0.01","52,317,968"
,054410,케이피티유,"4,025","15","0.4","4,010","4,030","3,970","16,221","64,835,015","20,366,500,000","0.01","5,060,000"
,054450,텔레칩스,"8,160","-220","-2.6","8,300","8,300","8,100","184,579","1,510,910,850","110,208,233,760","0.04","13,505,911"
,054540,삼영엠텍,"4,190","35","0.8","4,185","4,430","4,120","1,479,006","6,306,879,315","54,470,000,000","0.02","13,000,000"
,054620,APS홀딩스,"7,970","-50","-0.6","7,940","8,040","7,830","178,503","1,415,119,810","162,541,941,370","0.06","20,394,221"
,054630,에이디칩스,"739","-23","-3.0","762","762","730","617,624","456,269,640","33,118,675,931","0.01","44,815,529"
,054670,대한뉴팜,"13,500","1,300","10.7","12,150","15,500","12,100","8,493,720","121,392,671,650","193,791,420,000","0.07","14,354,920"
,054780,키이스트,"14,700","0","0.0","14,700","15,050","14,350","605,931","8,923,306,450","250,949,080,200","0.09","17,071,366"
,054800,아이디스홀딩스,"13,650","-300","-2.2","13,700","13,950","13,350","22,157","300,132,300","141,246,869,400","0.05","10,347,756"
,054920,한컴위드,"3,490","-45","-1.3","3,500","3,535","3,410","214,635","747,083,705","98,477,612,690","0.03","28,217,081"
,054930,유신,"14,950","-200","-1.3","15,300","15,600","14,850","22,775","346,368,900","44,850,000,000","0.02","3,000,000"
,054940,엑사이엔씨,"1,275","-10","-0.8","1,270","1,290","1,260","351,897","447,937,470","42,296,273,700","0.01","33,173,548"
,054950,제이브이엠,"32,600","-450","-1.4","32,600","33,800","32,100","27,125","889,508,600","206,387,600,800","0.07","6,330,908"
,056000,네스엠,"1,820","-60","-3.2","1,870","1,885","1,775","197,424","362,204,475","25,728,612,000","0.01","14,136,600"
,056080,유진로봇,"2,280","-20","-0.9","2,290","2,330","2,265","80,416","183,928,970","85,527,706,560","0.03","37,512,152"
,056090,유앤아이,"4,835","-15","-0.3","4,850","5,150","4,835","49,839","249,059,350","37,543,262,490","0.01","7,764,894"
,056190,에스에프에이,"33,650","-350","-1.0","33,750","34,200","33,450","166,435","5,618,976,000","1,208,329,774,000","0.41","35,908,760"
,056360,코위버,"9,560","-360","-3.6","9,810","9,940","9,530","299,907","2,909,681,320","93,657,408,000","0.03","9,796,800"
,056700,신화인터텍,"2,870","25","0.9","2,810","2,915","2,785","375,890","1,075,279,860","83,617,711,170","0.03","29,135,091"
,056730,포스링크,"1,460","0","0.0","0","0","0","0","0","67,399,247,280","0.02","46,163,868"
,057030,YBM넷,"7,260","-220","-2.9","7,420","7,470","7,210","595,763","4,347,839,890","118,430,180,220","0.04","16,312,697"
,057500,SKC 솔믹스,"4,090","-35","-0.8","4,035","4,215","4,030","921,939","3,786,057,170","251,510,623,600","0.09","61,494,040"
,057540,옴니시스템,"2,230","15","0.7","2,235","2,335","2,225","2,480,932","5,638,935,345","94,574,560,910","0.03","42,410,117"
,057680,옴니텔,"4,290","-480","-10.1","4,810","4,810","4,225","1,547,931","6,860,830,320","173,722,498,950","0.06","40,494,755"
,057880,필로시스헬스케어,"1,310","0","0.0","1,300","1,400","1,290","2,604,159","3,492,889,315","73,090,018,170","0.02","55,793,907"
,058110,멕아이씨에스,"36,550","1,250","3.5","35,250","36,550","34,350","346,760","12,324,282,700","243,045,877,100","0.08","6,649,682"
,058220,아리온,"275","0","0.0","0","0","0","0","0","10,717,917,100","0.00","38,974,244"
,058400,KNN,"1,565","-55","-3.4","1,600","1,605","1,540","3,855,246","6,065,636,320","207,252,511,800","0.07","132,429,720"
,058420,제이웨이,"962","12","1.3","955","967","936","3,392","3,259,058","20,853,186,458","0.01","21,676,909"
,058450,일야,"685","0","0.0","0","0","0","0","0","21,741,900,000","0.01","31,740,000"
,058470,리노공업,"128,800","2,100","1.7","125,800","131,800","120,500","73,134","9,428,366,000","1,963,217,256,000","0.67","15,242,370"
,058530,슈펙스비앤피,"209","12","6.1","194","232","192","36,018,518","7,957,205,038","24,575,115,774","0.01","117,584,286"
,058610,에스피지,"6,300","-120","-1.9","6,410","6,410","6,280","123,369","780,078,400","131,524,942,500","0.04","20,876,975"
,058630,엠게임,"5,300","370","7.5","4,860","5,300","4,820","1,607,864","8,262,652,955","103,582,548,100","0.04","19,543,877"
,058820,CMG제약,"4,630","355","8.3","4,250","5,240","4,235","64,716,066","310,513,521,290","643,071,089,720","0.22","138,892,244"
,059090,미코,"14,050","700","5.2","13,750","15,550","13,650","14,817,264","216,795,077,000","439,998,272,150","0.15","31,316,603"
,059100,아이컴포넌트,"3,985","-20","-0.5","4,005","4,005","3,940","14,049","55,970,150","28,177,377,100","0.01","7,070,860"
,059120,아진엑스텍,"6,610","-10","-0.2","6,600","6,700","6,500","33,111","218,607,940","45,912,498,150","0.02","6,945,915"
,059210,메타바이오메드,"2,700","-80","-2.9","2,735","2,945","2,680","2,035,841","5,756,720,845","64,428,347,700","0.02","23,862,351"
,060150,인선이엔티,"9,180","490","5.6","8,860","9,470","8,860","9,416,231","86,940,134,230","352,431,968,760","0.12","38,391,282"
,060230,이그잭스,"1,450","-20","-1.4","1,480","1,540","1,445","958,506","1,421,305,365","108,595,598,200","0.04","74,893,516"
,060240,룽투코리아,"4,880","-20","-0.4","4,840","4,940","4,790","263,457","1,276,807,165","124,094,905,920","0.04","25,429,284"
,060250,NHN한국사이버결제,"57,000","-2,200","-3.7","58,200","59,800","56,700","312,024","18,087,277,100","1,309,369,401,000","0.45","22,971,393"
,060260,뉴보텍,"1,855","-80","-4.1","1,920","2,015","1,830","6,347,786","12,287,926,185","62,019,606,250","0.02","33,433,750"
,060280,큐렉소,"6,950","340","5.1","6,490","7,170","6,490","380,836","2,637,033,170","231,832,908,350","0.08","33,357,253"
,060300,레드로버,"610","0","0.0","0","0","0","0","0","35,158,995,780","0.01","57,637,698"
,060310,3S,"2,450","-60","-2.4","2,535","2,535","2,440","218,716","539,099,110","109,766,151,950","0.04","44,802,511"
,060370,KT서브마린,"4,285","25","0.6","4,220","4,300","4,140","152,386","646,188,140","93,841,500,000","0.03","21,900,000"
,060380,동양에스텍,"2,695","-70","-2.5","2,735","2,735","2,650","13,865","37,399,410","26,950,000,000","0.01","10,000,000"
,060480,국일신동,"3,365","-115","-3.3","3,480","3,480","3,340","137,307","465,473,550","37,317,850,000","0.01","11,090,000"
,060540,에스에이티,"1,990","25","1.3","1,960","2,015","1,925","302,086","598,428,520","52,005,278,940","0.02","26,133,306"
,060560,홈센타홀딩스,"1,395","130","10.3","1,285","1,420","1,265","3,634,058","4,925,075,670","118,732,658,715","0.04","85,113,017"
,060570,드림어스컴퍼니,"5,030","-10","-0.2","5,040","5,060","4,970","114,224","570,929,625","286,005,030,410","0.10","56,859,847"
,060590,씨티씨바이오,"9,350","40","0.4","9,030","9,660","9,000","1,078,105","10,121,593,330","194,716,536,300","0.07","20,825,298"
,060720,KH바텍,"24,100","-550","-2.2","24,250","24,600","23,700","488,896","11,819,120,200","569,663,364,400","0.19","23,637,484"
,060900,케이알피앤이,"928","59","6.8","860","986","820","5,212,758","4,703,549,511","125,427,552,928","0.04","135,159,001"
,061040,알에프텍,"9,910","-340","-3.3","10,050","10,350","9,800","2,164,532","21,738,320,840","250,991,115,050","0.09","25,327,055"
,061250,화일약품,"12,450","-50","-0.4","12,450","15,450","12,200","18,423,623","259,734,941,100","215,400,550,050","0.07","17,301,249"
,061970,엘비세미콘,"8,650","0","0.0","8,570","8,820","8,500","1,410,219","12,254,114,450","378,736,720,800","0.13","43,784,592"
,062860,티엘아이,"7,470","90","1.2","7,380","7,740","7,240","107,043","799,569,760","73,749,218,400","0.03","9,872,720"
,062970,피피아이,"9,540","-420","-4.2","9,930","9,960","9,450","345,572","3,357,847,450","88,800,084,900","0.03","9,308,185"
,063080,게임빌,"32,850","-400","-1.2","33,200","33,750","32,550","29,459","971,463,900","216,652,057,200","0.07","6,595,192"
,063170,서울옥션,"4,215","-110","-2.5","4,325","4,330","4,205","56,115","238,319,555","71,307,262,500","0.02","16,917,500"
,063440,SM Life Design,"1,910","-55","-2.8","1,940","1,990","1,895","2,170,226","4,204,565,455","86,005,684,140","0.03","45,029,154"
,063570,한국전자금융,"6,260","-110","-1.7","6,310","6,370","6,230","155,008","975,824,610","213,764,777,280","0.07","34,147,728"
,063760,이엘피,"11,200","-100","-0.9","11,200","11,400","11,050","83,853","944,327,350","54,997,600,000","0.02","4,910,500"
,064090,에프앤리퍼블릭,"508","-7","-1.4","516","516","503","171,268","87,029,927","38,812,169,772","0.01","76,401,909"
,064240,홈캐스트,"3,500","25","0.7","3,455","3,585","3,420","119,156","417,406,335","115,831,646,000","0.04","33,094,756"
,064260,다날,"3,650","-60","-1.6","3,705","3,710","3,645","917,251","3,360,746,650","245,443,060,100","0.08","67,244,674"
,064290,인텍플러스,"15,300","-1,150","-7.0","16,150","16,350","15,150","453,994","7,094,112,350","192,970,668,600","0.07","12,612,462"
,064480,브리지텍,"3,240","-10","-0.3","3,275","3,275","3,125","101,953","326,498,150","38,726,100,000","0.01","11,952,500"
,064510,에코마이스터,"1,590","-100","-5.9","1,670","1,675","1,580","1,884,198","3,049,556,275","42,439,656,720","0.01","26,691,608"
,064520,바른전자,"1,005","0","0.0","0","0","0","0","0","74,054,909,385","0.03","73,686,477"
,064550,바이오니아,"15,500","150","1.0","15,400","15,900","14,900","1,309,767","20,220,962,450","352,426,460,500","0.12","22,737,191"
,064760,티씨케이,"91,200","-200","-0.2","91,300","93,100","90,000","48,620","4,442,853,300","1,064,760,000,000","0.36","11,675,000"
,064800,젬백스링크,"1,465","-50","-3.3","1,490","1,500","1,455","3,089,849","4,551,180,590","113,125,077,595","0.04","77,218,483"
,064820,케이프,"3,265","-35","-1.1","3,300","3,320","3,200","317,984","1,032,697,530","93,581,364,700","0.03","28,661,980"
,065060,지엔코,"1,205","-40","-3.2","1,230","1,245","1,205","517,388","631,884,410","118,099,693,020","0.04","98,008,044"
,065130,탑엔지니어링,"8,320","-350","-4.0","8,620","8,640","8,250","537,108","4,509,995,680","132,922,458,240","0.05","15,976,257"
,065150,MP그룹,"1,315","0","0.0","0","0","0","0","0","106,263,055,205","0.04","80,808,407"
,065170,넥스트BT,"1,985","15","0.8","1,955","2,040","1,945","1,148,936","2,294,551,485","131,513,878,355","0.04","66,253,843"
,065350,신성델타테크,"3,390","-95","-2.7","3,520","3,520","3,305","375,171","1,270,196,075","84,252,832,770","0.03","24,853,343"
,065370,위세아이텍,"22,700","1,000","4.6","21,250","23,350","21,100","151,914","3,386,498,700","99,961,969,700","0.03","4,403,611"
,065420,에스아이리소스,"639","0","0.0","0","0","0","0","0","41,281,932,996","0.01","64,603,964"
,065440,이루온,"1,405","5","0.4","1,400","1,435","1,310","358,345","502,667,100","38,321,403,100","0.01","27,275,020"
,065450,빅텍,"7,330","170","2.4","7,100","8,090","7,010","21,670,059","162,683,682,100","203,267,372,390","0.07","27,730,883"
,065500,오리엔트정공,"490","-1","-0.2","487","500","472","6,274,952","3,050,329,895","57,435,135,380","0.02","117,214,562"
,065510,휴비츠,"6,880","-50","-0.7","6,900","6,930","6,850","65,372","449,409,340","81,754,152,480","0.03","11,882,871"
,065530,전파기지국,"5,210","-100","-1.9","5,200","5,360","5,110","1,234,090","6,459,394,580","275,400,600,000","0.09","52,860,000"
,065560,녹원씨엔아이,"5,500","0","0.0","0","0","0","0","0","94,933,437,500","0.03","17,260,625"
,065570,삼영이엔씨,"7,200","-90","-1.2","7,290","8,000","7,100","95,179","699,461,700","63,360,000,000","0.02","8,800,000"
,065620,제낙스,"3,190","0","0.0","0","0","0","0","0","78,982,709,300","0.03","24,759,470"
,065650,메디프론,"4,890","-60","-1.2","4,895","5,050","4,745","1,953,306","9,568,459,660","181,907,364,300","0.06","37,199,870"
,065660,안트로젠,"66,800","-100","-0.2","66,000","71,000","65,100","422,323","28,862,806,200","598,258,595,600","0.20","8,955,967"
,065680,우주일렉트로,"29,400","150","0.5","28,900","30,000","28,500","89,857","2,634,451,250","292,066,068,000","0.10","9,934,220"
,065690,파커스,"2,705","40","1.5","2,665","2,720","2,620","64,951","173,538,415","37,771,291,845","0.01","13,963,509"
,065710,서호전기,"21,500","0","0.0","21,100","22,000","21,000","41,774","900,938,700","110,725,000,000","0.04","5,150,000"
,065770,CS,"2,365","-90","-3.7","2,415","2,445","2,345","88,457","210,591,130","44,545,129,750","0.02","18,835,150"
,065940,바이오빌,"125","-21","-14.4","139","143","121","20,381,656","2,608,432,849","5,498,398,250","0.00","43,987,186"
,065950,웰크론,"6,140","-150","-2.4","6,290","6,290","6,120","1,003,520","6,203,433,710","173,340,194,280","0.06","28,231,302"
,066110,한프,"480","0","0.0","0","0","0","0","0","25,343,808,000","0.01","52,799,600"
,066130,하츠,"6,280","-140","-2.2","6,320","6,400","6,220","240,976","1,518,416,840","80,384,000,000","0.03","12,800,000"
,066310,큐에스아이,"15,200","-850","-5.3","16,050","16,050","14,900","90,542","1,390,974,950","125,829,096,000","0.04","8,278,230"
,066360,체리부로,"2,700","-60","-2.2","2,750","2,780","2,685","392,054","1,065,734,745","75,255,396,300","0.03","27,872,369"
,066410,버킷스튜디오,"1,585","-50","-3.1","1,670","1,670","1,575","322,679","516,295,990","50,136,846,800","0.02","31,632,080"
,066430,와이오엠,"1,695","-50","-2.9","1,785","1,785","1,675","189,171","321,888,650","25,142,351,970","0.01","14,833,246"
,066590,우수AMS,"3,895","-100","-2.5","3,940","4,020","3,880","583,871","2,291,672,400","97,352,810,185","0.03","24,994,303"
,066620,국보디자인,"15,800","150","1.0","15,650","15,800","15,350","10,405","161,564,250","118,500,000,000","0.04","7,500,000"
,066670,디스플레이텍,"3,255","65","2.0","3,190","3,260","3,170","48,518","155,270,690","60,842,193,090","0.02","18,691,918"
,066700,테라젠이텍스,"10,900","250","2.4","10,650","11,200","10,500","1,562,206","17,050,129,550","350,135,762,300","0.12","32,122,547"
,066790,씨씨에스,"846","0","0.0","0","0","0","0","0","38,895,837,282","0.01","45,976,167"
,066900,디에이피,"2,990","-165","-5.2","3,080","3,085","2,950","137,102","415,349,330","68,006,063,970","0.02","22,744,503"
,066910,손오공,"1,710","10","0.6","1,675","1,720","1,665","242,899","409,430,835","45,992,435,310","0.02","26,896,161"
,066970,엘앤에프,"34,050","-2,000","-5.6","35,100","35,450","33,500","819,919","28,087,543,600","843,034,722,450","0.29","24,758,729"
,066980,브레인콘텐츠,"611","-15","-2.4","625","626","609","1,252,970","770,302,652","96,793,569,691","0.03","158,418,281"
,067000,조이시티,"19,550","450","2.4","18,800","19,850","18,650","106,268","2,047,638,850","277,391,685,150","0.09","14,188,833"
