,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중(%),상장주식수
,007530,영신금속,"1,245","105","9.2","1,140","1,250","1,140","110,726","134,110,910","15,977,045,160","0.01","12,832,968"
,007680,대원,"6,510","50","0.8","6,190","6,590","6,190","69,993","445,590,910","75,435,471,300","0.04","11,587,630"
,007720,대명코퍼레이션,"760","32","4.4","712","764","710","1,663,375","1,225,184,416","76,608,342,000","0.04","100,800,450"
,007770,한일화학,"6,660","210","3.3","6,370","6,850","6,370","8,820","58,424,580","23,376,600,000","0.01","3,510,000"
,007820,에스엠코어,"7,100","900","14.5","6,310","7,100","6,310","199,920","1,332,553,070","142,241,016,600","0.08","20,033,946"
,008290,원풍물산,"1,710","100","6.2","1,645","1,740","1,635","511,883","867,620,185","69,586,191,090","0.04","40,693,679"
,008370,원풍,"3,250","205","6.7","3,000","3,250","3,000","32,781","103,392,930","39,000,000,000","0.02","12,000,000"
,008470,부스타,"3,300","355","12.0","2,815","3,495","2,815","186,482","577,154,755","27,735,840,000","0.02","8,404,800"
,008800,행남사,"1,770","0","0.0","0","0","0","0","0","80,762,168,880","0.05","45,628,344"
,008830,대동기어,"2,060","280","15.7","1,775","2,060","1,660","14,117","26,061,960","18,514,291,200","0.01","8,987,520"
,009300,삼아제약,"10,450","590","6.0","9,900","10,500","9,900","49,208","501,141,720","66,566,500,000","0.04","6,370,000"
,009520,포스코엠텍,"2,245","175","8.4","2,080","2,275","2,060","507,178","1,093,771,460","93,487,868,235","0.05","41,642,703"
,009620,삼보산업,"407","-8","-1.9","400","448","386","1,290,264","525,906,436","15,503,544,122","0.01","38,092,246"
,009730,코센,"149","8","5.7","142","170","137","12,501,822","1,853,323,333","12,763,829,614","0.01","85,663,286"
,009780,엠에스씨,"3,740","190","5.4","3,510","3,740","3,335","58,702","204,056,360","65,824,000,000","0.04","17,600,000"
,010170,대한광통신,"1,500","125","9.1","1,380","1,525","1,380","2,650,583","3,872,734,675","110,612,437,500","0.06","73,741,625"
,010240,흥국,"2,270","200","9.7","2,010","2,270","2,010","137,608","293,604,635","27,972,519,920","0.02","12,322,696"
,010280,쌍용정보통신,"999","52","5.5","913","1,015","913","259,362","253,347,111","40,423,569,966","0.02","40,464,034"
,010470,오리콤,"2,855","135","5.0","2,610","2,855","2,610","33,781","90,629,155","33,415,062,750","0.02","11,704,050"
,011040,경동제약,"6,300","190","3.1","6,150","6,400","6,100","38,782","241,713,640","167,265,000,000","0.10","26,550,000"
,011080,형지I&C,"364","1","0.3","340","370","323","447,097","151,029,055","14,179,863,152","0.01","38,955,668"
,011320,유니크,"3,360","210","6.7","3,160","3,405","3,135","420,718","1,382,105,320","64,917,535,200","0.04","19,320,695"
,011370,서한,"626","30","5.0","575","641","575","679,159","416,157,428","63,160,185,490","0.04","100,894,865"
,011560,세보엠이씨,"3,765","415","12.4","3,300","3,785","3,300","78,939","270,624,775","39,645,450,000","0.02","10,530,000"
,012340,뉴인텍,"1,635","75","4.8","1,635","1,680","1,575","226,815","370,604,040","49,122,760,770","0.03","30,044,502"
,012620,원일특강,"5,300","-60","-1.1","5,360","5,420","5,160","8,388","44,383,880","23,320,000,000","0.01","4,400,000"
,012700,리드코프,"4,340","390","9.9","3,985","4,380","3,985","376,238","1,576,902,125","114,776,225,900","0.07","26,446,135"
,012790,신일제약,"4,995","495","11.0","4,500","4,995","4,500","113,991","536,055,410","54,455,490,000","0.03","10,902,000"
,012860,모베이스전자,"781","22","2.9","776","824","747","502,530","393,888,247","40,612,000,000","0.02","52,000,000"
,013030,하이록코리아,"8,600","1,800","26.5","7,800","8,630","7,210","84,563","668,308,130","117,073,795,200","0.07","13,613,232"
,013120,동원개발,"3,130","10","0.3","3,075","3,295","3,075","92,762","292,113,265","284,229,353,000","0.17","90,808,100"
,013310,아진산업,"1,520","85","5.9","1,405","1,530","1,405","476,409","698,869,645","55,643,281,440","0.03","36,607,422"
,013720,청보산업,"1,560","100","6.8","1,460","1,580","1,460","56,902","86,232,925","12,758,882,760","0.01","8,178,771"
,013810,스페코,"1,830","110","6.4","1,720","1,835","1,705","224,756","399,268,750","26,819,510,100","0.02","14,655,470"
,013990,아가방컴퍼니,"1,900","180","10.5","1,720","1,945","1,720","887,471","1,644,925,640","62,486,318,400","0.04","32,887,536"
,014100,메디앙스,"4,195","0","0.0","0","0","0","0","0","49,501,000,000","0.03","11,800,000"
,014190,원익큐브,"900","79","9.6","822","902","822","550,358","476,223,090","31,859,915,400","0.02","35,399,906"
,014200,광림,"1,570","145","10.2","1,350","1,570","1,350","377,101","547,861,935","83,087,907,380","0.05","52,922,234"
,014470,부방,"1,460","250","20.7","1,130","1,530","1,130","1,673,152","2,273,777,900","87,676,299,600","0.05","60,052,260"
,014570,고려제약,"5,720","620","12.2","5,300","5,870","5,300","1,426,785","7,980,193,270","62,920,000,000","0.04","11,000,000"
,014620,성광벤드,"4,700","480","11.4","4,400","4,705","4,255","340,749","1,525,671,345","134,420,000,000","0.08","28,600,000"
,014940,오리엔탈정공,"525","24","4.8","460","546","460","400,359","198,948,356","23,926,172,025","0.01","45,573,661"
,014970,삼륭물산,"3,990","340","9.3","3,720","4,100","3,670","358,963","1,404,307,520","60,348,750,000","0.04","15,125,000"
,015710,코콤,"3,395","150","4.6","3,125","3,485","3,125","177,507","582,751,920","59,516,047,500","0.03","17,530,500"
,015750,성우하이텍,"2,260","200","9.7","2,060","2,260","1,975","893,512","1,875,073,510","180,800,000,000","0.11","80,000,000"
,016100,리더스코스메틱,"2,225","75","3.5","2,105","2,300","2,105","437,217","964,825,305","40,466,996,150","0.02","18,187,414"
,016250,이테크건설,"62,800","14,450","29.9","62,800","62,800","57,500","244,747","15,218,347,000","175,840,000,000","0.10","2,800,000"
,016600,큐캐피탈,"524","41","8.5","495","537","495","1,871,114","974,213,480","75,030,038,828","0.04","143,187,097"
,016670,포비스티앤씨,"1,125","105","10.3","1,050","1,180","1,050","1,337,779","1,468,112,550","48,666,818,250","0.03","43,259,394"
,016790,현대사료,"6,920","370","5.6","6,470","7,090","6,470","32,941","224,572,640","42,561,363,120","0.02","6,150,486"
,016920,카스,"965","79","8.9","880","967","880","482,432","452,216,649","21,999,722,600","0.01","22,797,640"
,017000,신원종합개발,"2,195","110","5.3","2,010","2,245","1,970","159,361","338,777,110","22,099,319,265","0.01","10,068,027"
,017250,인터엠,"1,510","160","11.8","1,360","1,550","1,345","320,492","456,865,180","31,778,655,170","0.02","21,045,467"
,017480,삼현철강,"2,510","120","5.0","2,275","2,525","2,275","88,884","212,222,970","39,414,253,900","0.02","15,702,890"
,017510,세명전기,"2,380","115","5.1","2,265","2,450","2,235","275,225","636,441,275","36,285,480,000","0.02","15,246,000"
,017650,대림제지,"1,125","85","8.2","1,090","1,145","1,065","1,291,356","1,431,684,070","50,625,000,000","0.03","45,000,000"
,017890,한국알콜,"8,030","370","4.8","7,920","8,240","7,890","3,829,736","30,795,406,360","173,494,252,800","0.10","21,605,760"
,018000,유니슨,"617","13","2.2","605","662","601","747,042","464,706,341","57,751,573,902","0.03","93,600,606"
,018120,진로발효,"23,450","2,350","11.1","21,050","23,750","21,050","22,934","519,101,800","155,265,264,000","0.09","6,621,120"
,018290,브이티지엠피,"7,410","260","3.6","7,250","7,500","7,030","655,746","4,825,063,640","246,353,052,660","0.14","33,246,026"
,018310,삼목에스폼,"4,460","365","8.9","4,095","4,460","4,070","81,512","340,814,735","65,562,000,000","0.04","14,700,000"
,018620,우진비앤지,"1,570","45","3.0","1,465","1,620","1,465","698,201","1,086,193,215","40,768,210,410","0.02","25,967,013"
,018680,서울제약,"5,770","420","7.8","5,500","6,040","5,500","336,031","1,931,971,380","48,961,329,230","0.03","8,485,499"
,018700,바른손,"1,950","65","3.4","1,910","2,050","1,810","915,243","1,772,515,090","32,972,091,750","0.02","16,908,765"
,019010,베뉴지,"949","36","3.9","970","970","902","194,293","180,792,790","45,741,800,000","0.03","48,200,000"
,019210,와이지-원,"3,630","305","9.2","3,325","3,645","3,275","333,564","1,136,732,315","110,982,962,970","0.06","30,573,819"
,019540,일지테크,"1,530","120","8.5","1,390","1,600","1,390","366,848","550,479,755","20,675,655,000","0.01","13,513,500"
,019550,SBI인베스트먼트,"440","37","9.2","410","441","410","709,172","304,031,283","71,309,293,000","0.04","162,066,575"
,019570,리더스 기술투자,"402","-8","-2.0","430","430","395","814,418","327,628,832","25,445,618,316","0.01","63,297,558"
,019590,엠벤처투자,"1,160","0","0.0","0","0","0","0","0","69,764,928,800","0.04","60,142,180"
,019660,글로본,"1,745","-85","-4.6","1,655","1,790","1,635","386,037","654,130,470","50,750,072,320","0.03","29,083,136"
,019770,서연탑메탈,"1,400","115","9.0","1,275","1,410","1,275","105,109","141,850,730","16,310,000,000","0.01","11,650,000"
,019990,에너토크,"2,165","75","3.6","2,090","2,230","2,075","99,381","212,410,800","21,121,930,520","0.01","9,756,088"
,020180,대신정보통신,"708","55","8.4","660","720","660","947,889","656,389,887","27,207,671,820","0.02","38,428,915"
,020400,대동금속,"7,780","-30","-0.4","7,810","7,810","7,310","3,759","28,765,070","20,287,991,580","0.01","2,607,711"
,020710,시공테크,"3,900","95","2.5","3,625","4,060","3,600","130,390","486,532,675","78,187,083,000","0.05","20,047,970"
,021040,대호피앤씨,"566","59","11.6","507","574","505","984,212","529,532,057","41,381,859,516","0.02","73,112,826"
,021045,대호피앤씨우,"1,085","65","6.4","940","1,120","940","66,888","67,522,940","4,603,075,610","0.00","4,242,466"
,021080,에이티넘인베스트,"1,075","65","6.4","1,020","1,160","1,020","2,743,752","2,997,790,320","51,600,000,000","0.03","48,000,000"
,021320,KCC건설,"3,900","300","8.3","3,600","3,900","3,580","59,045","219,081,865","83,460,000,000","0.05","21,400,000"
,021650,한국큐빅,"1,505","75","5.2","1,460","1,530","1,400","272,494","397,551,155","24,607,597,315","0.01","16,350,563"
,021880,메이슨캐피탈,"242","20","9.0","227","250","221","310,290","71,028,019","24,002,626,736","0.01","99,184,408"
,022100,포스코 ICT,"3,380","430","14.6","2,995","3,380","2,995","612,426","1,913,480,650","513,877,384,020","0.30","152,034,729"
,022220,정산애강,"1,180","80","7.3","1,100","1,195","1,100","609,560","698,968,055","61,117,603,220","0.04","51,794,579"
,023160,태광,"6,780","1,110","19.6","5,700","6,800","5,670","192,364","1,138,833,460","179,670,000,000","0.10","26,500,000"
,023410,유진기업,"3,060","360","13.3","2,705","3,075","2,705","1,042,266","2,979,142,270","236,571,240,780","0.14","77,310,863"
,023440,제일제강,"1,980","-50","-2.5","2,030","2,110","1,960","189,137","383,817,505","58,394,938,140","0.03","29,492,393"
,023460,CNH,"1,210","0","0.0","1,150","1,260","1,150","267,630","317,579,200","45,012,000,000","0.03","37,200,000"
,023600,삼보판지,"5,770","440","8.3","5,380","5,850","5,380","160,426","907,982,370","93,300,900,000","0.05","16,170,000"
,023760,한국캐피탈,"359","19","5.6","342","365","342","843,983","298,314,730","113,303,837,784","0.07","315,609,576"
,023770,플레이위드,"8,000","80","1.0","7,960","8,290","7,100","117,125","902,063,620","34,106,696,000","0.02","4,263,337"
,023790,동일철강,"2,000","250","14.3","1,555","2,095","1,555","15,240","28,570,800","14,690,170,000","0.01","7,345,085"
,023890,한국아트라스비엑스,"39,400","900","2.3","38,500","40,250","38,500","1,018","40,109,450","360,510,000,000","0.21","9,150,000"
,023900,풍국주정,"8,610","940","12.3","7,700","8,640","7,700","241,293","2,002,528,890","108,486,000,000","0.06","12,600,000"
,023910,대한약품,"23,650","600","2.6","23,000","24,050","22,750","34,953","814,537,750","141,900,000,000","0.08","6,000,000"
,024060,흥구석유,"3,975","675","20.4","3,860","4,155","3,700","1,989,912","7,848,232,165","59,625,000,000","0.03","15,000,000"
,024120,KB오토시스,"4,350","150","3.6","4,010","4,350","4,010","23,772","99,136,850","50,025,000,000","0.03","11,500,000"
,024740,한일단조,"930","50","5.7","880","938","880","644,558","590,339,437","27,798,935,040","0.02","29,891,328"
,024800,유성티엔에스,"1,420","105","8.0","1,310","1,470","1,310","198,737","276,600,970","38,643,283,600","0.02","27,213,580"
,024810,이화전기,"124","7","6.0","118","125","118","15,335,262","1,858,942,438","89,070,691,968","0.05","718,312,032"
,024830,세원물산,"6,280","0","0.0","0","0","0","0","0","52,438,000,000","0.03","8,350,000"
,024840,KBI메탈,"810","38","4.9","761","824","760","784,521","617,876,845","26,690,186,880","0.02","32,950,848"
,024850,피에스엠씨,"650","6","0.9","610","656","601","104,651","66,585,456","26,010,739,950","0.02","40,016,523"
,024880,케이피에프,"2,250","105","4.9","2,085","2,250","2,085","137,127","297,608,675","39,261,053,250","0.02","17,449,357"
,024910,경창산업,"654","15","2.4","612","669","612","99,123","63,698,003","23,425,629,270","0.01","35,819,005"
,024940,PN풍년,"1,400","85","6.5","1,300","1,670","1,300","330,556","480,049,170","14,000,000,000","0.01","10,000,000"
,024950,삼천리자전거,"3,420","125","3.8","3,020","3,445","3,020","626,592","2,135,024,620","45,395,633,340","0.03","13,273,577"
,025320,시노펙스,"1,315","145","12.4","1,185","1,350","1,185","3,079,635","3,909,608,535","95,417,883,320","0.06","72,561,128"
,025440,대성엘텍,"624","30","5.0","638","641","594","3,760,252","2,314,258,415","62,188,678,032","0.04","99,661,343"
,025550,한국선재,"1,705","100","6.2","1,560","1,730","1,560","423,020","694,018,300","41,810,443,070","0.02","24,522,254"
,025770,한국정보통신,"6,830","200","3.0","6,460","6,900","6,460","100,359","677,533,420","255,744,370,930","0.15","37,444,271"
,025870,신라에스지,"4,920","320","7.0","4,790","4,940","4,600","78,344","373,625,270","19,680,000,000","0.01","4,000,000"
,025880,케이씨피드,"1,140","85","8.1","1,015","1,175","1,015","228,476","249,481,320","19,056,078,120","0.01","16,715,858"
,025900,동화기업,"11,750","800","7.3","11,050","11,750","11,000","91,688","1,045,302,800","237,330,988,500","0.14","20,198,382"
,025950,동신건설,"4,090","170","4.3","3,920","4,150","3,810","17,490","69,575,120","34,356,000,000","0.02","8,400,000"
,025980,아난티,"4,085","245","6.4","3,905","4,120","3,870","3,060,220","12,204,275,625","345,774,841,340","0.20","84,645,004"
,026040,제이에스티나,"1,515","125","9.0","1,390","1,515","1,350","214,376","307,137,375","25,003,241,850","0.01","16,503,790"
,026150,특수건설,"3,270","200","6.5","3,100","3,300","3,075","413,398","1,318,298,400","49,720,735,860","0.03","15,205,118"
,026910,광진실업,"2,225","325","17.1","1,900","2,240","1,900","143,295","287,296,915","14,252,026,125","0.01","6,405,405"
,027040,서울전자통신,"572","33","6.1","520","580","520","273,365","152,837,943","39,804,820,484","0.02","69,588,847"
,027050,코리아나,"3,500","205","6.2","3,350","3,535","3,285","1,131,788","3,859,461,790","140,000,000,000","0.08","40,000,000"
,027360,아주IB투자,"733","43","6.2","690","745","690","527,355","379,158,438","87,017,398,650","0.05","118,714,050"
,027580,상보,"560","22","4.1","540","578","540","289,626","161,653,680","26,141,427,760","0.02","46,681,121"
,027710,팜스토리,"665","59","9.7","593","666","593","1,117,669","709,883,049","74,092,039,000","0.04","111,416,600"
,027830,대성창투,"1,070","65","6.5","1,005","1,085","1,005","758,850","793,190,335","42,800,000,000","0.02","40,000,000"
,028040,미래SCI,"279","0","0.0","0","0","0","0","0","12,549,281,058","0.01","44,979,502"
,028080,휴맥스홀딩스,"2,160","20","0.9","2,250","2,780","2,130","42,867","100,059,665","27,167,412,960","0.02","12,577,506"
,028150,GS홈쇼핑,"108,400","19,800","22.4","96,200","108,400","86,500","30,964","2,921,701,400","711,375,000,000","0.42","6,562,500"
,028300,에이치엘비,"85,000","4,200","5.2","84,000","86,700","81,500","1,275,737","107,542,302,700","3,662,500,485,000","2.14","43,088,241"
,029480,바른테크놀로지,"418","27","6.9","392","419","392","720,821","295,088,122","25,437,509,130","0.01","60,855,285"
,029960,코엔텍,"7,330","830","12.8","6,550","7,500","6,550","387,049","2,680,597,830","366,500,000,000","0.21","50,000,000"
,030190,NICE평가정보,"12,750","1,350","11.8","11,600","12,750","11,550","245,399","2,923,490,600","774,113,955,000","0.45","60,714,820"
,030270,에스마크,"998","0","0.0","0","0","0","0","0","7,547,575,598","0.00","7,562,701"
,030350,드래곤플라이,"1,225","115","10.4","1,110","1,245","1,110","105,425","126,473,015","19,610,401,475","0.01","16,008,491"
,030520,한글과컴퓨터,"6,810","300","4.6","6,520","6,990","6,520","438,190","2,978,112,740","166,438,572,390","0.10","24,440,319"
,030530,원익홀딩스,"3,170","260","8.9","2,940","3,170","2,940","598,985","1,818,243,125","244,844,399,770","0.14","77,237,981"
,030960,양지사,"6,600","500","8.2","5,900","6,600","5,900","30,017","185,017,310","105,468,000,000","0.06","15,980,000"
,031310,아이즈비전,"2,050","130","6.8","1,920","2,090","1,920","440,116","886,533,445","32,333,776,700","0.02","15,772,574"
,031330,에스에이엠티,"1,675","225","15.5","1,480","1,680","1,480","1,571,859","2,498,204,575","167,491,737,225","0.10","99,995,067"
,031390,녹십자셀,"32,000","1,950","6.5","31,050","32,300","30,500","418,549","13,160,909,600","387,556,800,000","0.23","12,111,150"
,031510,오스템,"1,120","132","13.4","970","1,120","970","677,358","724,080,965","29,120,000,000","0.02","26,000,000"
,031860,엔에스엔,"2,020","305","17.8","1,880","2,085","1,750","636,543","1,217,881,440","53,354,027,700","0.03","26,412,885"
,031980,피에스케이홀딩스,"5,100","535","11.7","4,250","5,100","4,250","56,508","262,223,280","109,968,214,500","0.06","21,562,395"
,032080,아즈텍WB,"1,190","-30","-2.5","1,175","1,260","1,120","118,991","141,061,525","25,574,324,510","0.01","21,491,029"
,032190,다우데이타,"5,510","1,010","22.4","4,525","5,850","4,520","231,508","1,234,954,210","211,033,000,000","0.12","38,300,000"
,032280,삼일,"1,445","135","10.3","1,210","1,450","1,200","245,233","317,871,145","23,428,637,550","0.01","16,213,590"
,032500,케이엠더블유,"49,300","5,300","12.0","46,550","49,300","45,200","2,157,084","102,170,280,450","1,963,169,531,900","1.15","39,820,883"
,032540,TJ미디어,"2,430","60","2.5","2,335","2,475","2,315","25,666","61,550,105","33,853,809,870","0.02","13,931,609"
,032580,피델릭스,"852","13","1.6","760","887","760","127,002","103,795,211","22,407,485,832","0.01","26,299,866"
,032620,유비케어,"3,360","285","9.3","3,090","3,370","3,090","403,733","1,315,987,070","175,382,387,040","0.10","52,197,139"
,032680,소프트센,"1,035","83","8.7","950","1,055","950","895,573","901,721,835","34,750,954,035","0.02","33,575,801"
,032685,소프트센우,"18,650","1,500","8.8","17,500","19,000","17,000","11,895","213,246,950","2,664,283,050","0.00","142,857"
,032750,삼진,"6,920","970","16.3","6,060","6,970","6,060","86,776","566,169,410","41,520,000,000","0.02","6,000,000"
,032790,엠젠플러스,"4,075","0","0.0","0","0","0","0","0","73,910,797,425","0.04","18,137,619"
,032800,판타지오,"615","53","9.4","570","619","570","1,535,245","910,660,299","44,712,924,945","0.03","72,703,943"
,032820,우리기술,"590","33","5.9","552","598","552","1,428,218","817,934,315","59,453,827,410","0.03","100,769,199"
,032850,비트컴퓨터,"3,995","245","6.5","3,760","3,995","3,760","531,556","2,071,238,410","66,410,055,535","0.04","16,623,293"
,032860,글로스퍼랩스,"180","8","4.6","171","201","160","5,149,458","918,191,551","13,240,591,200","0.01","73,558,840"
,032940,원익,"2,075","110","5.6","1,965","2,095","1,965","94,593","190,516,655","37,750,952,250","0.02","18,193,230"
,032960,동일기연,"9,480","340","3.7","9,240","9,640","9,050","12,322","114,563,980","31,134,652,080","0.02","3,284,246"
,032980,바이온,"826","40","5.1","771","832","771","263,493","212,978,540","45,841,862,598","0.03","55,498,623"
,033050,제이엠아이,"1,940","180","10.2","1,860","2,035","1,780","2,764,323","5,347,373,500","63,203,923,480","0.04","32,579,342"
,033100,제룡전기,"3,600","155","4.5","3,450","3,645","3,450","214,063","758,090,475","57,824,672,400","0.03","16,062,409"
,033110,코너스톤네트웍스,"204","0","0.0","0","0","0","0","0","26,473,567,764","0.02","129,772,391"
,033130,디지틀조선,"1,220","145","13.5","1,075","1,275","1,075","685,138","796,331,380","45,280,625,740","0.03","37,115,267"
,033160,엠케이전자,"5,730","150","2.7","5,500","5,890","5,500","269,842","1,536,470,180","124,958,057,970","0.07","21,807,689"
,033170,시그네틱스,"525","115","28.0","413","527","413","1,323,232","608,986,229","45,007,367,475","0.03","85,728,319"
,033200,모아텍,"4,650","250","5.7","4,400","4,900","4,400","1,143","5,255,905","66,640,010,250","0.04","14,331,185"
,033230,인성정보,"2,120","100","5.0","1,995","2,165","1,995","241,678","498,572,000","40,727,167,360","0.02","19,210,928"
,033290,코웰패션,"4,140","590","16.6","3,600","4,280","3,600","563,454","2,223,052,750","374,670,968,760","0.22","90,500,234"
,033310,디케이디앤아이,"1,555","110","7.6","1,420","1,620","1,410","490,804","740,177,895","34,167,099,105","0.02","21,972,411"
,033320,제이씨현시스템,"2,155","135","6.7","2,020","2,180","1,990","576,550","1,214,292,185","41,191,600,960","0.02","19,114,432"
,033340,좋은사람들,"2,035","-20","-1.0","2,040","2,200","1,835","5,746,124","11,407,978,050","60,863,235,840","0.04","29,908,224"
,033430,디에스티,"385","-165","-30.0","575","575","385","5,899,906","2,344,705,089","24,713,632,405","0.01","64,191,253"
,033500,동성화인텍,"5,140","455","9.7","4,770","5,230","4,770","623,580","3,120,290,875","138,695,750,260","0.08","26,983,609"
,033540,파라텍,"3,890","360","10.2","3,610","4,090","3,610","315,317","1,223,453,845","66,066,554,100","0.04","16,983,690"
,033560,블루콤,"2,455","145","6.3","2,265","2,460","2,265","129,014","306,207,280","44,406,155,385","0.03","18,088,047"
,033600,럭슬,"179","0","0.0","0","0","0","0","0","7,308,230,437","0.00","40,828,103"
,033640,네패스,"30,600","1,800","6.2","29,700","30,600","28,750","3,611,496","107,753,090,950","705,611,581,200","0.41","23,059,202"
,033790,스카이문스테크놀로지,"829","0","0.0","0","0","0","0","0","14,190,075,900","0.01","17,117,100"
,033830,티비씨,"513","57","12.5","474","514","463","1,238,713","609,484,412","51,300,000,000","0.03","100,000,000"
,034230,파라다이스,"11,250","350","3.2","11,100","11,600","10,500","1,280,752","14,232,899,350","1,023,105,060,000","0.60","90,942,672"
,034810,해성산업,"6,690","450","7.2","6,240","6,690","6,010","19,470","126,292,850","65,428,200,000","0.04","9,780,000"
,034940,조아제약,"2,345","165","7.6","2,230","2,450","2,225","778,186","1,803,866,145","67,462,015,250","0.04","28,768,450"
,034950,한국기업평가,"57,500","1,800","3.2","55,700","57,700","55,500","11,682","664,465,900","261,079,555,000","0.15","4,540,514"
,035080,인터파크홀딩스,"1,025","20","2.0","1,000","1,080","1,000","1,011,217","1,047,410,290","59,962,500,000","0.03","58,500,000"
,035200,프럼파스트,"1,925","75","4.0","1,800","1,940","1,800","144,219","270,181,265","18,731,385,750","0.01","9,730,590"
,035290,더블유에프엠,"11,750","0","0.0","0","0","0","0","0","30,199,109,750","0.02","2,570,137"
,035460,기산텔레콤,"1,660","135","8.8","1,600","1,670","1,535","121,424","196,405,800","24,198,384,400","0.01","14,577,340"
,035600,KG이니시스,"14,500","1,000","7.4","14,100","14,600","13,550","519,672","7,287,605,250","404,614,293,000","0.24","27,904,434"
,035610,솔본,"2,095","65","3.2","2,065","2,190","2,015","378,350","790,535,160","57,289,863,715","0.03","27,345,997"
,035620,바른손이앤에이,"1,415","25","1.8","1,415","1,470","1,330","4,348,899","6,137,664,750","103,929,631,745","0.06","73,448,503"
