Date,Adj Close,name,code,dollar,Dubai,Brent,Oman,WTI
2020-06-29,41200.0,일진다이아,081000,1198.6,40.63,41.71,40.64,39.7
2020-06-30,42300.0,일진다이아,081000,1200.7,42.07,41.15,42.12,39.27
2020-07-01,40200.0,일진다이아,081000,1198.5,42.7,42.03,42.73,39.82
2020-07-02,41300.0,일진다이아,081000,1201.6,42.85,43.14,42.84,40.65
2020-07-06,45400.0,일진다이아,081000,1200.4,43.66,43.1,43.72,40.63
2020-07-07,47000.0,일진다이아,081000,1196.8,42.9,43.08,43.08,40.62
2020-07-08,47750.0,일진다이아,081000,1192.9,43.34,43.29,43.55,40.9
2020-07-09,50800.0,일진다이아,081000,1195.8,43.63,42.35,43.73,39.62
2020-07-10,52700.0,일진다이아,081000,1194.5,43.63,42.35,43.73,39.62
2020-07-13,57000.0,일진다이아,081000,1202.4,43.38,42.72,43.45,40.1
2020-07-14,54300.0,일진다이아,081000,1200.3,42.78,42.9,42.91,40.29
2020-07-15,53800.0,일진다이아,081000,1206.4,44.18,43.79,44.17,41.2
2020-07-16,57200.0,일진다이아,081000,1200.7,43.37,43.37,43.63,40.75
2020-07-17,56600.0,일진다이아,081000,1204.1,42.86,43.14,43.16,40.59
2020-07-20,59000.0,일진다이아,081000,1205.7,42.72,43.28,42.87,40.81
2020-07-21,59300.0,일진다이아,081000,1203.7,43.87,44.32,44.02,41.96
2020-07-22,57700.0,일진다이아,081000,1198.1,44.12,44.29,44.31,41.9
2020-02-14,10100.0,디피씨,026890,1181.5,55.23,57.32,55.73,52.05
2020-02-18,10600.0,디피씨,026890,1182.2,55.11,57.75,55.56,52.05
2020-02-19,10150.0,디피씨,026890,1188.1,56.39,59.12,56.87,53.29
2020-02-20,10750.0,디피씨,026890,1190.8,56.92,59.31,57.52,53.78
2020-02-21,10100.0,디피씨,026890,1197.0,56.41,58.5,57.3,53.38
2020-02-24,9100.0,디피씨,026890,1205.6,54.64,56.3,55.16,51.43
