﻿일,유종,WTI
06월 26일,,105.84
06월 27일,,105.74
06월 30일,,105.37
07월 01일,,105.34
07월 02일,,104.48
07월 03일,,104.06
07월 07일,,103.53
07월 08일,,103.40
07월 09일,,102.29
07월 10일,,102.93
07월 11일,,100.83
07월 14일,,100.91
07월 15일,,99.96
07월 16일,,101.20
07월 17일,,103.19
07월 18일,,103.13
07월 21일,,104.59
07월 22일,,104.42
07월 23일,,103.12
07월 24일,,102.07
07월 25일,,102.09
07월 28일,,101.67
07월 29일,,100.97
07월 30일,,100.27
07월 31일,,98.17
08월 01일,,97.88
08월 04일,,98.29
08월 05일,,97.38
08월 06일,,96.92
08월 07일,,97.34
08월 08일,,97.65
08월 11일,,98.08
08월 12일,,97.37
08월 13일,,97.59
08월 14일,,95.58
08월 15일,,97.35
08월 18일,,96.41
08월 19일,,94.48
08월 20일,,96.07
08월 21일,,93.96
08월 22일,,93.65
08월 25일,,93.35
08월 26일,,93.86
08월 27일,,93.88
08월 28일,,94.55
08월 29일,,95.96
09월 02일,,92.88
09월 03일,,95.54
09월 04일,,94.45
09월 05일,,93.29
09월 08일,,92.66
09월 09일,,92.75
09월 10일,,91.67
09월 11일,,92.83
09월 12일,,92.27
09월 15일,,92.92
09월 16일,,94.88
09월 17일,,94.42
09월 18일,,93.07
09월 19일,,92.41
09월 22일,,91.52
09월 23일,,91.56
09월 24일,,92.80
09월 25일,,92.53
09월 26일,,93.54
09월 29일,,94.57
09월 30일,,91.16
10월 01일,,90.73
10월 02일,,91.01
10월 03일,,89.74
10월 06일,,90.34
10월 07일,,88.85
10월 08일,,87.31
10월 09일,,85.77
10월 10일,,85.82
10월 13일,,85.74
10월 14일,,81.84
10월 15일,,81.78
10월 16일,,82.70
10월 17일,,82.75
10월 20일,,82.71
10월 21일,,82.81
10월 22일,,80.52
10월 23일,,82.09
10월 24일,,81.01
10월 27일,,81.00
10월 28일,,81.42
10월 29일,,82.20
10월 30일,,81.12
10월 31일,,80.54
11월 03일,,78.78
11월 04일,,77.19
11월 05일,,78.68
11월 06일,,77.91
11월 07일,,78.65
11월 10일,,77.40
11월 11일,,77.94
11월 12일,,77.18
11월 13일,,74.21
11월 14일,,75.82
11월 17일,,75.64
11월 18일,,74.61
11월 19일,,74.58
11월 20일,,75.58
11월 21일,,76.51
11월 24일,,75.78
11월 25일,,74.09
11월 26일,,73.69
11월 28일,,66.15
12월 01일,,69.00
12월 02일,,66.88
12월 03일,,67.38
12월 04일,,66.81
12월 05일,,65.84
12월 08일,,63.05
12월 09일,,63.82
12월 10일,,60.94
12월 11일,,59.95
12월 12일,,57.81
12월 15일,,55.91
12월 16일,,55.93
12월 17일,,56.47
12월 18일,,54.11
12월 19일,,56.52
12월 22일,,55.26
12월 23일,,57.12
12월 24일,,55.84
12월 26일,,54.73
12월 29일,,53.61
12월 30일,,54.12
12월 31일,,53.27
전일비,,-0.85
전주비,,-2.57
전월동일비,,-12.88
전년동일비,,-45.15
평균,,92.91
