,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중(%),상장주식수
,045660,에이텍,"23,950","-50","-0.2","23,700","25,250","23,050","2,389,482","57,600,074,950","197,827,000,000","0.07","8,260,000"
,045890,GV,"871","-36","-4.0","908","912","867","828,867","734,374,793","42,113,363,890","0.01","48,350,590"
,045970,코아시아,"10,550","610","6.1","10,000","10,700","9,980","1,436,177","14,998,137,710","276,988,815,200","0.09","26,254,864"
,046070,코다코,"1,150","-15","-1.3","1,165","1,170","1,130","311,673","356,251,115","44,923,894,400","0.02","39,064,256"
,046110,한일네트웍스,"4,570","-50","-1.1","4,650","4,650","4,535","62,111","283,530,320","54,630,817,390","0.02","11,954,227"
,046120,오르비텍,"2,985","85","2.9","2,915","3,015","2,860","577,262","1,699,948,690","71,014,860,405","0.02","23,790,573"
,046140,SBS콘텐츠허브,"5,910","0","0.0","5,960","6,170","5,900","103,038","618,100,200","126,849,610,050","0.04","21,463,555"
,046210,파나진,"4,635","15","0.3","4,620","4,650","4,555","64,665","298,045,025","148,953,419,100","0.05","32,136,660"
,046310,백금T&A,"2,920","-30","-1.0","2,955","3,015","2,870","550,444","1,622,436,875","47,443,035,800","0.02","16,247,615"
,046390,삼화네트웍스,"1,395","-35","-2.4","1,435","1,435","1,390","315,762","442,479,015","60,226,241,535","0.02","43,172,933"
,046440,KG모빌리언스,"10,800","150","1.4","10,700","10,900","10,350","705,799","7,495,852,900","419,316,134,400","0.14","38,825,568"
,046890,서울반도체,"14,600","-100","-0.7","14,600","14,900","14,500","891,099","13,104,277,800","851,258,840,000","0.29","58,305,400"
,046940,우원개발,"6,120","-170","-2.7","6,310","6,310","6,080","223,176","1,370,285,180","110,615,022,000","0.04","18,074,350"
,046970,우리로,"1,715","-55","-3.1","1,775","1,775","1,710","234,654","405,517,465","47,196,079,700","0.02","27,519,580"
,047080,한빛소프트,"2,850","15","0.5","2,835","2,890","2,790","68,177","192,677,970","70,622,532,600","0.02","24,779,836"
,047310,파워로직스,"7,420","-80","-1.1","7,460","7,560","7,370","452,337","3,369,672,870","255,403,686,440","0.09","34,420,982"
,047560,이스트소프트,"6,730","-40","-0.6","6,770","6,830","6,680","16,770","113,085,460","66,622,962,000","0.02","9,899,400"
,047770,코데즈컴바인,"2,570","-75","-2.8","2,645","2,645","2,550","389,046","1,008,603,260","97,255,487,140","0.03","37,842,602"
,047820,초록뱀,"1,585","-30","-1.9","1,610","1,610","1,555","4,454,223","7,044,454,870","143,950,368,870","0.05","90,820,422"
,047920,메디포럼제약,"5,140","70","1.4","5,090","5,160","5,010","159,749","813,219,750","72,180,362,080","0.02","14,042,872"
,048260,오스템임플란트,"30,450","-750","-2.4","31,000","31,750","30,350","98,126","3,013,131,800","435,000,082,650","0.15","14,285,717"
,048410,현대바이오,"12,550","250","2.0","12,350","13,000","12,050","2,251,646","28,349,814,950","450,744,256,350","0.15","35,915,877"
,048430,유라테크,"11,300","2,000","21.5","9,890","12,050","9,850","7,317,529","84,037,332,880","130,176,000,000","0.04","11,520,000"
,048470,대동스틸,"5,250","-20","-0.4","5,270","5,290","5,210","30,470","159,804,190","52,500,000,000","0.02","10,000,000"
,048530,인트론바이오,"14,800","150","1.0","14,650","14,800","14,150","561,721","8,117,233,600","464,084,872,800","0.16","31,357,086"
,048550,SM C&C,"1,730","-70","-3.9","1,780","1,795","1,700","1,572,152","2,718,719,480","163,675,507,600","0.06","94,610,120"
,048770,TPC,"3,810","-45","-1.2","3,875","3,875","3,765","51,954","197,270,180","51,359,851,560","0.02","13,480,276"
,048830,엔피케이,"1,750","-25","-1.4","1,765","1,765","1,725","159,511","277,611,300","32,766,865,250","0.01","18,723,923"
,048870,시너지이노베이션,"1,855","-25","-1.3","1,890","1,900","1,845","382,898","712,878,930","121,026,879,855","0.04","65,243,601"
,048910,대원미디어,"6,380","30","0.5","6,350","6,510","6,340","116,368","747,737,130","80,253,675,480","0.03","12,578,946"
,049070,인탑스,"11,750","-100","-0.8","11,850","11,950","11,700","104,855","1,238,170,650","202,100,000,000","0.07","17,200,000"
,049080,기가레인,"1,160","-20","-1.7","1,190","1,195","1,150","464,862","540,850,025","60,640,299,200","0.02","52,276,120"
,049120,파인디앤씨,"1,930","0","0.0","1,940","1,955","1,880","373,006","719,129,545","50,874,691,920","0.02","26,359,944"
,049180,셀루메드,"5,980","0","0.0","0","0","0","0","0","177,612,320,860","0.06","29,701,057"
,049430,코메론,"8,810","150","1.7","8,670","8,850","8,610","72,278","630,767,870","79,712,880,000","0.03","9,048,000"
,049470,SGA,"637","9","1.4","630","642","623","154,064","96,800,528","30,806,752,613","0.01","48,362,249"
,049480,오픈베이스,"3,430","-15","-0.4","3,465","3,595","3,395","1,874,593","6,526,538,765","107,778,773,690","0.04","31,422,383"
,049520,유아이엘,"4,120","50","1.2","4,100","4,130","4,060","51,398","210,870,990","89,753,936,320","0.03","21,784,936"
,049550,잉크테크,"3,095","-75","-2.4","3,150","3,170","3,060","60,118","186,170,130","49,581,689,540","0.02","16,019,932"
,049630,재영솔루텍,"776","1","0.1","775","781","772","352,073","273,310,402","56,847,621,344","0.02","73,257,244"
,049720,고려신용정보,"5,550","0","0.0","5,540","5,570","5,500","41,948","231,884,130","79,365,000,000","0.03","14,300,000"
,049830,승일,"8,790","-50","-0.6","8,910","8,910","8,720","18,680","164,220,450","53,901,264,480","0.02","6,132,112"
,049950,미래컴퍼니,"25,850","-450","-1.7","26,300","26,500","25,600","32,616","846,266,000","216,165,610,100","0.07","8,362,306"
,049960,쎌바이오텍,"16,500","0","0.0","16,500","16,500","16,200","19,678","322,498,500","155,100,000,000","0.05","9,400,000"
,050090,휘닉스소재,"555","-2","-0.4","557","560","546","182,328","100,526,870","43,922,112,810","0.01","79,138,942"
,050110,캠시스,"3,130","90","3.0","3,045","3,245","3,000","11,915,063","37,200,459,315","212,339,137,400","0.07","67,839,980"
,050120,라이브플렉스,"749","-52","-6.5","799","799","748","7,502,469","5,732,656,540","62,388,658,311","0.02","83,295,939"
,050320,에이앤티앤,"1,010","0","0.0","0","0","0","0","0","45,108,377,600","0.02","44,661,760"
,050540,한국코퍼레이션,"282","0","0.0","0","0","0","0","0","10,937,537,226","0.00","38,785,593"
,050760,에스폴리텍,"7,350","140","1.9","7,600","7,650","7,290","1,040,846","7,747,262,600","120,059,883,300","0.04","16,334,678"
,050860,아세아텍,"2,875","20","0.7","2,850","2,915","2,850","192,861","553,456,555","50,312,500,000","0.02","17,500,000"
,050890,쏠리드,"8,410","250","3.1","8,060","8,480","7,920","5,641,269","46,751,421,880","438,877,321,750","0.15","52,185,175"
,050960,수산아이앤티,"7,690","250","3.4","7,330","8,440","7,240","450,003","3,536,420,480","51,915,190,000","0.02","6,751,000"
,051160,지어소프트,"12,100","-100","-0.8","12,300","12,300","11,800","263,938","3,174,750,350","176,352,115,500","0.06","14,574,555"
,051360,토비스,"7,040","60","0.9","6,950","7,060","6,900","93,943","656,038,170","117,688,088,320","0.04","16,717,058"
,051370,인터플렉스,"14,250","-250","-1.7","14,650","14,700","14,100","381,040","5,423,635,600","332,416,476,000","0.11","23,327,472"
,051380,피씨디렉트,"11,700","50","0.4","11,500","11,750","11,300","312,090","3,598,875,250","89,721,871,200","0.03","7,668,536"
,051390,YW,"3,775","-65","-1.7","3,830","3,830","3,730","78,538","295,724,885","42,866,514,200","0.01","11,355,368"
,051490,나라엠앤디,"6,940","-220","-3.1","7,170","7,170","6,900","278,270","1,948,776,210","98,548,000,000","0.03","14,200,000"
,051500,CJ프레시웨이,"15,850","0","0.0","15,900","16,200","15,650","45,438","721,311,000","188,164,638,100","0.06","11,871,586"
,051780,큐로홀딩스,"610","-18","-2.9","628","638","608","756,608","464,424,529","54,327,940,170","0.02","89,062,197"
,051980,센트럴바이오,"674","3","0.4","678","694","650","465,307","312,718,257","31,209,495,860","0.01","46,304,890"
,052020,에스티큐브,"10,150","-100","-1.0","10,350","10,400","10,000","489,477","4,979,435,550","308,407,841,350","0.10","30,385,009"
,052190,이에스에이,"295","0","0.0","0","0","0","0","0","13,511,445,155","0.00","45,801,509"
,052220,iMBC,"2,750","40","1.5","2,710","2,750","2,505","282,594","763,240,245","63,250,000,000","0.02","23,000,000"
,052260,SK바이오랜드,"29,750","0","0.0","31,800","31,800","29,750","1,838,904","56,636,584,650","446,250,000,000","0.15","15,000,000"
,052300,W홀딩컴퍼니,"246","0","0.0","246","249","242","1,204,827","296,322,419","57,174,850,878","0.02","232,418,093"
,052330,코텍,"9,170","160","1.8","9,050","9,240","9,030","46,254","424,199,830","142,818,641,840","0.05","15,574,552"
,052400,코나아이,"13,050","0","0.0","0","0","0","0","0","203,046,489,900","0.07","15,559,118"
,052420,오성첨단소재,"2,290","-10","-0.4","2,325","2,325","2,275","814,953","1,870,059,205","141,902,655,250","0.05","61,966,225"
,052460,아이크래프트,"4,340","-95","-2.1","4,440","4,450","4,250","280,119","1,214,496,355","63,398,442,240","0.02","14,607,936"
,052600,한네트,"4,110","150","3.8","3,950","4,135","3,910","1,455,348","5,924,731,060","47,526,807,000","0.02","11,563,700"
,052670,제일바이오,"8,340","230","2.8","8,160","8,390","8,050","1,952,585","16,131,207,540","125,100,000,000","0.04","15,000,000"
,052710,아모텍,"30,900","-300","-1.0","31,200","31,900","30,600","148,588","4,611,651,950","301,071,245,400","0.10","9,743,406"
,052770,아이톡시,"4,460","0","0.0","0","0","0","0","0","32,518,212,340","0.01","7,291,079"
,052790,액토즈소프트,"11,300","350","3.2","10,950","11,400","10,800","104,726","1,167,716,000","128,036,209,400","0.04","11,330,638"
,052860,아이앤씨,"4,855","60","1.2","4,715","4,870","4,650","1,125,072","5,361,728,960","85,517,445,920","0.03","17,614,304"
,052900,KMH하이텍,"1,315","5","0.4","1,315","1,340","1,295","1,235,276","1,631,098,785","61,654,431,185","0.02","46,885,499"
,053030,바이넥스,"16,850","1,300","8.4","15,850","17,350","15,750","8,161,572","136,508,103,700","534,836,658,800","0.18","31,741,048"
,053050,지에스이,"1,525","95","6.6","1,430","1,525","1,430","1,753,504","2,620,884,905","45,731,085,425","0.02","29,987,597"
,053060,세동,"542","-15","-2.7","557","560","538","149,927","81,373,242","11,604,762,000","0.00","21,411,000"
,053110,소리바다,"488","-10","-2.0","496","496","483","1,146,270","560,020,481","46,822,129,168","0.02","95,946,986"
,053160,프리엠스,"11,050","500","4.7","10,300","11,050","10,050","516,666","5,443,786,350","66,300,000,000","0.02","6,000,000"
,053260,금강철강,"3,050","45","1.5","3,000","3,080","3,000","16,315","49,714,655","57,096,000,000","0.02","18,720,000"
,053270,구영테크,"1,660","0","0.0","1,665","1,695","1,640","726,646","1,214,255,645","43,814,328,840","0.01","26,394,174"
,053280,예스24,"7,550","-80","-1.0","7,630","7,650","7,430","138,557","1,044,858,000","129,860,000,000","0.04","17,200,000"
,053290,NE능률,"2,925","-5","-0.2","2,950","2,980","2,910","96,984","284,204,145","47,010,708,225","0.02","16,072,037"
,053300,한국정보인증,"6,400","-20","-0.3","6,400","6,540","6,320","809,174","5,189,985,270","199,456,000,000","0.07","31,165,000"
,053350,이니텍,"4,740","30","0.6","4,695","4,745","4,660","31,095","146,166,125","93,808,941,840","0.03","19,790,916"
,053450,세코닉스,"4,855","-35","-0.7","4,890","4,895","4,840","89,290","434,349,375","57,304,929,255","0.02","11,803,281"
,053580,웹케시,"58,200","200","0.3","58,000","59,400","57,800","43,561","2,550,420,800","393,644,721,000","0.13","6,763,655"
,053590,한국테크놀로지,"1,010","0","0.0","983","1,020","975","2,490,233","2,468,736,118","101,284,616,990","0.03","100,281,799"
,053610,프로텍,"21,850","850","4.0","21,200","22,250","20,700","173,972","3,773,231,950","240,350,000,000","0.08","11,000,000"
,053620,태양,"9,240","100","1.1","9,150","9,300","9,060","5,163","47,460,820","79,464,000,000","0.03","8,600,000"
,053660,현진소재,"400","0","0.0","0","0","0","0","0","21,280,401,200","0.01","53,201,003"
,053700,삼보모터스,"5,280","-110","-2.0","5,390","5,520","5,230","429,428","2,303,139,850","88,609,102,560","0.03","16,782,027"
,053800,안랩,"64,000","300","0.5","62,900","64,200","62,000","173,786","10,960,739,200","640,886,720,000","0.22","10,013,855"
,053950,경남제약,"7,590","30","0.4","7,590","7,650","7,500","140,383","1,064,565,140","132,389,083,530","0.04","17,442,567"
,053980,오상자이엘,"11,900","2,740","29.9","9,160","11,900","9,010","13,866,491","158,913,369,030","211,199,795,800","0.07","17,747,882"
,054040,한국컴퓨터,"2,460","0","0.0","2,460","2,465","2,420","46,572","113,423,475","39,535,373,400","0.01","16,071,290"
,054050,농우바이오,"10,500","0","0.0","10,500","10,550","10,300","82,183","855,281,600","168,320,890,500","0.06","16,030,561"
,054090,삼진엘앤디,"2,850","-130","-4.4","2,945","2,945","2,820","1,865,387","5,345,487,645","71,133,811,200","0.02","24,959,232"
,054180,중앙오션,"1,195","25","2.1","1,165","1,215","1,130","298,937","351,260,255","38,521,626,845","0.01","32,235,671"
,054210,이랜텍,"4,310","-65","-1.5","4,360","4,360","4,275","173,562","747,956,085","97,651,316,580","0.03","22,656,918"
,054220,비츠로시스,"3,875","0","0.0","0","0","0","0","0","121,326,164,750","0.04","31,309,978"
,054300,팬스타엔터프라이즈,"816","-19","-2.3","816","850","814","1,110,451","920,289,639","42,691,461,888","0.01","52,317,968"
,054410,케이피티유,"4,055","30","0.8","4,025","4,080","4,000","19,050","76,590,225","20,518,300,000","0.01","5,060,000"
,054450,텔레칩스,"8,560","-190","-2.2","8,630","8,700","8,410","340,766","2,913,109,240","115,610,598,160","0.04","13,505,911"
,054540,삼영엠텍,"4,410","-70","-1.6","4,435","5,480","4,350","7,630,152","36,721,389,990","57,330,000,000","0.02","13,000,000"
,054620,APS홀딩스,"8,200","-270","-3.2","8,540","8,540","8,150","227,110","1,870,990,090","167,232,612,200","0.06","20,394,221"
,054630,에이디칩스,"775","-15","-1.9","794","794","772","325,144","252,532,988","34,732,034,975","0.01","44,815,529"
,054670,대한뉴팜,"12,200","300","2.5","12,000","12,200","11,650","345,796","4,164,287,300","175,130,024,000","0.06","14,354,920"
,054780,키이스트,"15,400","-600","-3.8","16,100","17,100","15,100","3,679,026","59,903,303,450","262,899,036,400","0.09","17,071,366"
,054800,아이디스홀딩스,"14,000","900","6.9","13,250","15,700","13,000","142,395","2,000,593,500","144,868,584,000","0.05","10,347,756"
,054920,한컴위드,"3,615","70","2.0","3,575","3,680","3,550","428,191","1,550,953,470","102,004,747,815","0.03","28,217,081"
,054930,유신,"15,650","-50","-0.3","15,800","15,800","15,500","6,317","98,676,350","46,950,000,000","0.02","3,000,000"
,054940,엑사이엔씨,"1,325","0","0.0","1,325","1,335","1,310","345,412","455,983,605","43,954,951,100","0.01","33,173,548"
,054950,제이브이엠,"32,900","-150","-0.4","33,150","33,550","32,300","23,213","757,624,800","208,286,873,200","0.07","6,330,908"
,056000,네스엠,"1,890","-45","-2.3","1,935","1,945","1,870","274,315","518,407,790","26,718,174,000","0.01","14,136,600"
,056080,유진로봇,"2,315","10","0.4","2,285","2,350","2,285","107,813","249,613,800","86,840,631,880","0.03","37,512,152"
,056090,유앤아이,"4,785","225","4.9","4,600","4,840","4,560","29,411","139,044,540","37,155,017,790","0.01","7,764,894"
,056190,에스에프에이,"33,900","-450","-1.3","34,100","34,500","33,650","241,255","8,190,860,150","1,217,306,964,000","0.41","35,908,760"
,056360,코위버,"10,100","-50","-0.5","10,200","10,350","10,050","201,043","2,039,072,400","98,947,680,000","0.03","9,796,800"
,056700,신화인터텍,"3,050","-100","-3.2","3,150","3,150","3,030","844,868","2,600,544,300","88,862,027,550","0.03","29,135,091"
,056730,포스링크,"1,460","0","0.0","0","0","0","0","0","67,399,247,280","0.02","46,163,868"
,057030,YBM넷,"7,570","-20","-0.3","7,590","7,810","7,470","909,774","6,972,088,790","123,487,116,290","0.04","16,312,697"
,057500,SKC 솔믹스,"4,340","-50","-1.1","4,390","4,395","4,300","628,060","2,726,801,455","266,884,133,600","0.09","61,494,040"
,057540,옴니시스템,"2,265","0","0.0","2,280","2,310","2,255","949,643","2,159,583,825","96,058,915,005","0.03","42,410,117"
,057680,옴니텔,"4,920","-170","-3.3","5,200","5,370","4,685","2,582,824","13,008,699,955","199,234,194,600","0.07","40,494,755"
,057880,필로시스헬스케어,"1,305","-40","-3.0","1,340","1,340","1,270","3,121,198","4,034,682,100","69,720,239,655","0.02","53,425,471"
,058110,멕아이씨에스,"32,200","-2,900","-8.3","34,550","34,550","31,800","529,507","17,387,147,000","198,504,628,000","0.07","6,164,740"
,058220,아리온,"275","0","0.0","0","0","0","0","0","10,717,917,100","0.00","38,974,244"
,058400,KNN,"1,665","-25","-1.5","1,690","1,715","1,640","3,666,150","6,138,303,235","220,495,483,800","0.07","132,429,720"
,058420,제이웨이,"951","-28","-2.9","988","1,000","951","36,367","34,943,089","20,614,740,459","0.01","21,676,909"
,058450,일야,"685","0","0.0","0","0","0","0","0","21,741,900,000","0.01","31,740,000"
,058470,리노공업,"127,700","7,100","5.9","121,500","132,800","121,000","122,920","15,593,321,400","1,946,450,649,000","0.66","15,242,370"
,058530,슈펙스비앤피,"206","-21","-9.2","227","227","204","11,942,351","2,520,490,047","24,222,362,916","0.01","117,584,286"
,058610,에스피지,"6,400","0","0.0","6,360","6,440","6,280","113,409","721,852,740","133,612,640,000","0.05","20,876,975"
,058630,엠게임,"5,030","-30","-0.6","5,090","5,090","4,975","351,010","1,760,338,690","98,305,701,310","0.03","19,543,877"
,058820,CMG제약,"4,145","-25","-0.6","4,170","4,170","4,070","1,986,044","8,153,741,000","575,708,351,380","0.19","138,892,244"
,059090,미코,"13,650","-250","-1.8","13,750","14,000","13,250","2,533,212","34,497,105,500","427,471,630,950","0.14","31,316,603"
,059100,아이컴포넌트,"4,060","40","1.0","4,020","4,060","3,955","7,093","28,506,265","28,707,691,600","0.01","7,070,860"
,059120,아진엑스텍,"6,730","10","0.2","6,750","6,900","6,570","57,150","383,375,320","46,746,007,950","0.02","6,945,915"
,059210,메타바이오메드,"2,625","35","1.4","2,560","2,760","2,540","1,117,971","2,967,833,720","62,638,671,375","0.02","23,862,351"
,060150,인선이엔티,"8,680","-50","-0.6","8,780","8,890","8,670","634,741","5,563,331,590","333,236,327,760","0.11","38,391,282"
,060230,이그잭스,"1,535","-85","-5.2","1,625","1,625","1,515","1,443,186","2,232,694,135","114,961,547,060","0.04","74,893,516"
,060240,룽투코리아,"5,000","80","1.6","5,050","5,140","4,900","758,962","3,788,740,290","127,146,420,000","0.04","25,429,284"
,060250,NHN한국사이버결제,"57,100","800","1.4","56,200","57,500","53,500","388,144","21,802,566,600","1,311,666,540,300","0.44","22,971,393"
,060260,뉴보텍,"2,040","-85","-4.0","2,140","2,140","1,960","8,315,794","16,769,547,525","68,204,850,000","0.02","33,433,750"
,060280,큐렉소,"6,480","140","2.2","6,430","6,560","6,320","103,929","670,853,380","216,154,999,440","0.07","33,357,253"
,060300,레드로버,"610","0","0.0","0","0","0","0","0","35,158,995,780","0.01","57,637,698"
,060310,3S,"2,610","10","0.4","2,800","2,920","2,610","669,705","1,811,179,870","116,934,553,710","0.04","44,802,511"
,060370,KT서브마린,"4,360","125","3.0","4,275","4,480","4,215","594,093","2,595,307,495","95,484,000,000","0.03","21,900,000"
,060380,동양에스텍,"2,800","70","2.6","2,730","2,960","2,730","68,847","195,382,485","28,000,000,000","0.01","10,000,000"
,060480,국일신동,"3,575","15","0.4","3,560","3,620","3,520","95,575","342,692,635","39,646,750,000","0.01","11,090,000"
,060540,에스에이티,"1,990","-30","-1.5","2,015","2,020","1,975","399,512","794,489,475","52,005,278,940","0.02","26,133,306"
,060560,홈센타홀딩스,"1,255","25","2.0","1,230","1,280","1,220","786,873","984,826,800","106,816,836,335","0.04","85,113,017"
,060570,드림어스컴퍼니,"5,060","-20","-0.4","5,070","5,140","5,030","125,687","636,494,700","287,710,825,820","0.10","56,859,847"
,060590,씨티씨바이오,"9,550","510","5.6","9,060","10,450","8,790","4,519,267","44,469,720,110","198,881,595,900","0.07","20,825,298"
,060720,KH바텍,"24,950","-300","-1.2","25,400","25,450","24,600","895,642","22,305,199,600","589,755,225,800","0.20","23,637,484"
,060900,케이알피앤이,"945","-45","-4.6","995","996","896","5,922,260","5,638,403,188","127,725,255,945","0.04","135,159,001"
,061040,알에프텍,"10,650","-50","-0.5","10,550","10,900","10,400","1,787,620","19,092,671,800","269,733,135,750","0.09","25,327,055"
,061250,화일약품,"12,850","50","0.4","13,300","14,050","11,650","17,080,616","217,483,782,300","222,321,049,650","0.08","17,301,249"
,061970,엘비세미콘,"8,780","-10","-0.1","8,780","8,930","8,720","1,593,960","14,062,594,770","384,428,717,760","0.13","43,784,592"
,062860,티엘아이,"7,880","560","7.6","7,220","8,170","7,020","500,660","3,880,417,360","77,797,033,600","0.03","9,872,720"
,062970,피피아이,"10,050","-100","-1.0","10,150","10,300","10,000","217,158","2,191,424,100","93,547,259,250","0.03","9,308,185"
,063080,게임빌,"34,150","0","0.0","34,150","34,300","33,200","36,958","1,244,264,850","225,225,806,800","0.08","6,595,192"
,063170,서울옥션,"4,365","110","2.6","4,270","4,435","4,270","122,186","534,108,435","73,844,887,500","0.02","16,917,500"
,063440,SM Life Design,"2,105","-130","-5.8","2,200","2,205","2,085","4,730,904","10,064,380,965","94,786,369,170","0.03","45,029,154"
,063570,한국전자금융,"6,400","0","0.0","6,390","6,460","6,380","131,762","845,204,960","218,545,459,200","0.07","34,147,728"
,063760,이엘피,"11,300","50","0.4","11,300","11,650","11,100","102,581","1,164,379,400","55,488,650,000","0.02","4,910,500"
,064090,에프앤리퍼블릭,"523","-1","-0.2","520","538","509","132,784","68,436,269","39,958,198,407","0.01","76,401,909"
,064240,홈캐스트,"3,535","25","0.7","3,510","3,545","3,460","123,748","435,256,550","116,989,962,460","0.04","33,094,756"
,064260,다날,"3,775","-50","-1.3","3,820","3,830","3,760","868,382","3,283,294,425","253,263,738,300","0.09","67,089,732"
,064290,인텍플러스,"16,000","800","5.3","15,100","16,050","14,900","560,378","8,801,325,050","201,799,392,000","0.07","12,612,462"
,064480,브리지텍,"3,245","15","0.5","3,245","3,245","3,190","55,330","178,078,160","38,785,862,500","0.01","11,952,500"
,064510,에코마이스터,"1,755","-355","-16.8","1,850","1,875","1,750","3,403,989","6,135,419,185","24,028,772,040","0.01","13,691,608"
,064520,바른전자,"1,005","0","0.0","0","0","0","0","0","74,054,909,385","0.03","73,686,477"
,064550,바이오니아,"15,100","150","1.0","14,700","15,150","14,300","1,591,997","23,514,469,900","343,331,584,100","0.12","22,737,191"
,064760,티씨케이,"89,600","-900","-1.0","90,600","90,600","88,600","38,782","3,467,956,500","1,046,080,000,000","0.35","11,675,000"
,064800,젬백스링크,"1,475","0","0.0","1,465","1,480","1,425","3,452,124","5,005,419,385","113,897,262,425","0.04","77,218,483"
,064820,케이프,"3,365","-35","-1.0","3,400","3,425","3,320","308,814","1,034,656,205","96,447,562,700","0.03","28,661,980"
,065060,지엔코,"1,235","0","0.0","1,240","1,245","1,205","557,864","684,489,610","121,039,934,340","0.04","98,008,044"
,065130,탑엔지니어링,"8,900","-210","-2.3","9,110","9,160","8,830","317,562","2,852,105,910","142,188,687,300","0.05","15,976,257"
,065150,MP그룹,"1,315","0","0.0","0","0","0","0","0","106,263,055,205","0.04","80,808,407"
,065170,넥스트BT,"1,965","-40","-2.0","2,005","2,015","1,965","855,290","1,693,844,540","130,188,801,495","0.04","66,253,843"
,065350,신성델타테크,"3,565","25","0.7","3,460","3,590","3,460","264,321","930,990,235","88,602,167,795","0.03","24,853,343"
,065370,위세아이텍,"22,300","-150","-0.7","22,450","24,650","22,050","316,837","7,349,624,550","98,200,525,300","0.03","4,403,611"
,065420,에스아이리소스,"639","0","0.0","0","0","0","0","0","41,281,932,996","0.01","64,603,964"
,065440,이루온,"1,420","-20","-1.4","1,450","1,450","1,415","224,241","320,368,830","38,730,528,400","0.01","27,275,020"
,065450,빅텍,"6,900","-110","-1.6","7,010","7,090","6,900","2,814,072","19,709,665,570","191,343,092,700","0.06","27,730,883"
,065500,오리엔트정공,"507","-15","-2.9","517","538","490","10,484,833","5,360,829,322","59,427,782,934","0.02","117,214,562"
,065510,휴비츠,"7,000","0","0.0","6,960","7,100","6,950","67,153","470,714,840","83,180,097,000","0.03","11,882,871"
,065530,전파기지국,"5,440","-50","-0.9","5,660","5,670","5,440","3,063,988","17,011,607,450","287,558,400,000","0.10","52,860,000"
,065560,녹원씨엔아이,"5,500","0","0.0","0","0","0","0","0","94,933,437,500","0.03","17,260,625"
,065570,삼영이엔씨,"7,520","-460","-5.8","7,980","8,000","7,500","50,709","391,383,150","66,176,000,000","0.02","8,800,000"
,065620,제낙스,"3,190","0","0.0","0","0","0","0","0","78,982,709,300","0.03","24,759,470"
,065650,메디프론,"5,300","490","10.2","5,100","6,220","5,080","19,484,680","109,691,538,870","197,159,311,000","0.07","37,199,870"
,065660,안트로젠,"63,200","200","0.3","63,500","64,300","61,800","105,165","6,641,749,900","566,017,114,400","0.19","8,955,967"
,065680,우주일렉트로,"29,500","1,600","5.7","27,350","29,500","27,350","170,520","4,939,430,000","293,059,490,000","0.10","9,934,220"
,065690,파커스,"2,720","25","0.9","2,695","2,840","2,640","72,473","196,011,665","37,980,744,480","0.01","13,963,509"
,065710,서호전기,"20,750","1,650","8.6","19,000","20,900","18,950","76,557","1,544,039,650","106,862,500,000","0.04","5,150,000"
,065770,CS,"2,540","-25","-1.0","2,555","2,575","2,450","111,649","281,202,570","47,841,281,000","0.02","18,835,150"
,065940,바이오빌,"208","-1,427","-87.3","195","220","178","39,640,144","7,782,217,353","9,149,334,688","0.00","43,987,186"
,065950,웰크론,"6,240","-70","-1.1","6,380","6,390","6,200","1,029,468","6,462,149,280","176,163,324,480","0.06","28,231,302"
,066110,한프,"480","0","0.0","0","0","0","0","0","25,343,808,000","0.01","52,799,600"
,066130,하츠,"6,550","-100","-1.5","6,640","6,660","6,510","110,203","723,041,490","83,840,000,000","0.03","12,800,000"
,066310,큐에스아이,"16,100","-150","-0.9","16,250","16,400","16,000","35,039","564,588,300","133,279,503,000","0.05","8,278,230"
,066360,체리부로,"2,785","115","4.3","2,670","2,805","2,580","744,289","2,008,077,695","77,624,547,665","0.03","27,872,369"
,066410,버킷스튜디오,"1,660","30","1.8","1,655","1,715","1,615","409,828","683,417,085","52,509,252,800","0.02","31,632,080"
,066430,와이오엠,"1,815","35","2.0","1,800","1,845","1,740","110,005","195,981,235","26,922,341,490","0.01","14,833,246"
,066590,우수AMS,"4,060","-60","-1.5","4,105","4,130","4,060","384,436","1,566,268,740","101,476,870,180","0.03","24,994,303"
,066620,국보디자인,"15,850","-150","-0.9","16,100","16,150","15,800","14,731","234,724,650","118,875,000,000","0.04","7,500,000"
,066670,디스플레이텍,"3,230","0","0.0","3,205","3,260","3,190","36,624","117,747,925","60,374,895,140","0.02","18,691,918"
,066700,테라젠이텍스,"10,550","500","5.0","10,200","10,550","10,000","1,055,109","10,964,679,250","338,892,870,850","0.11","32,122,547"
,066790,씨씨에스,"846","0","0.0","0","0","0","0","0","38,895,837,282","0.01","45,976,167"
,066900,디에이피,"3,100","-15","-0.5","3,145","3,145","3,010","142,463","436,659,805","70,507,959,300","0.02","22,744,503"
,066910,손오공,"1,735","0","0.0","1,740","1,770","1,720","247,194","430,421,905","46,664,839,335","0.02","26,896,161"
,066970,엘앤에프,"35,900","-400","-1.1","36,150","36,200","35,100","490,534","17,396,424,450","888,838,371,100","0.30","24,758,729"
,066980,브레인콘텐츠,"645","-20","-3.0","670","695","645","2,290,930","1,533,778,913","102,179,791,245","0.03","158,418,281"
