,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중(%),상장주식수
,000120,CJ대한통운,"155,000","-6,500","-4.0","161,000","162,500","154,500","91,319","14,337,944,078","3,535,913,320,000","0.23","22,812,344"
,000140,하이트진로홀딩스,"20,750","-100","-0.5","20,850","21,050","20,450","16,771","347,490,850","481,540,373,750","0.03","23,206,765"
,000145,하이트진로홀딩스우,"17,800","600","3.5","17,600","17,800","16,900","6,240","107,703,800","8,380,418,000","0.00","470,810"
,000150,두산,"47,250","-1,450","-3.0","49,150","52,300","46,850","725,891","35,556,728,050","780,751,203,750","0.05","16,523,835"
,000155,두산우,"40,300","-2,700","-6.3","40,700","48,400","38,500","821,486","35,171,288,400","161,057,418,600","0.01","3,996,462"
,000157,두산2우B,"95,000","7,000","8.0","84,800","111,000","83,300","207,167","20,692,629,400","84,838,610,000","0.01","893,038"
,000180,성창기업지주,"1,690","5","0.3","1,700","1,700","1,655","260,269","434,536,390","117,880,204,000","0.01","69,751,600"
,000210,대림산업,"89,500","-500","-0.6","90,300","91,700","88,600","202,543","18,266,248,400","3,114,600,000,000","0.21","34,800,000"
,000215,대림산업우,"39,900","-100","-0.2","39,650","40,200","39,400","13,684","542,351,450","151,620,000,000","0.01","3,800,000"
,000220,유유제약,"15,500","1,250","8.8","14,250","17,650","14,200","3,687,869","59,100,254,100","98,713,098,500","0.01","6,368,587"
,000225,유유제약1우,"14,450","2,750","23.5","11,550","15,200","11,400","1,154,592","16,330,904,300","16,378,569,250","0.00","1,133,465"
,000227,유유제약2우B,"32,550","7,500","29.9","25,800","32,550","25,800","42,438","1,306,497,050","5,340,804,000","0.00","164,080"
,000230,일동홀딩스,"9,070","250","2.8","8,990","9,080","8,800","20,814","186,639,260","104,671,428,000","0.01","11,540,400"
,000240,한국테크놀로지그룹,"11,800","100","0.8","11,750","12,000","11,550","325,600","3,846,726,350","1,097,638,041,400","0.07","93,020,173"
,000270,기아차,"35,800","-900","-2.4","36,650","37,250","35,700","2,156,629","78,572,015,700","14,512,007,822,600","0.96","405,363,347"
,000300,대유플러스,"648","4","0.6","641","648","637","331,176","212,937,266","73,382,045,256","0.00","113,243,897"
,000320,노루홀딩스,"9,350","10","0.1","9,300","9,380","9,260","3,147","29,240,570","124,272,261,850","0.01","13,291,151"
,000325,노루홀딩스우,"18,150","50","0.3","18,000","18,200","17,900","1,544","27,961,250","3,362,287,500","0.00","185,250"
,000370,한화손해보험,"2,885","170","6.3","2,715","2,905","2,715","1,971,056","5,637,166,020","336,791,769,775","0.02","116,738,915"
,000390,삼화페인트,"4,990","-70","-1.4","5,060","5,100","4,975","38,798","194,209,950","131,929,367,490","0.01","26,438,751"
,000400,롯데손해보험,"1,785","-10","-0.6","1,780","1,815","1,765","412,200","738,072,140","553,950,331,200","0.04","310,336,320"
,000430,대원강업,"3,095","-5","-0.2","3,135","3,140","3,085","29,636","92,129,700","191,890,000,000","0.01","62,000,000"
,000480,조선내화,"73,300","600","0.8","72,700","73,400","72,500","1,029","74,956,600","293,200,000,000","0.02","4,000,000"
,000490,대동공업,"6,620","180","2.8","6,640","6,640","6,350","113,113","732,228,910","157,080,750,200","0.01","23,728,210"
,000500,가온전선,"16,850","150","0.9","16,700","17,000","16,700","6,015","101,535,450","70,101,846,950","0.00","4,160,347"
,000520,삼일제약,"20,350","1,250","6.5","19,150","21,700","18,800","471,964","9,638,215,800","132,275,000,000","0.01","6,500,000"
,000540,흥국화재,"2,260","30","1.4","2,215","2,290","2,205","24,725","55,803,735","145,188,377,700","0.01","64,242,645"
,000545,흥국화재우,"5,850","70","1.2","5,830","5,950","5,750","34,149","199,884,420","4,492,800,000","0.00","768,000"
,000547,흥국화재2우B,"24,400","300","1.2","24,100","24,900","23,900","7,868","191,954,300","3,747,840,000","0.00","153,600"
,000590,CS홀딩스,"63,200","600","1.0","62,800","64,000","61,800","4,774","300,284,600","72,963,262,400","0.00","1,154,482"
,000640,동아쏘시오홀딩스,"100,500","1,300","1.3","98,800","101,000","98,800","27,485","2,748,015,300","616,898,848,500","0.04","6,138,297"
,000650,천일고속,"61,300","0","0.0","61,300","62,400","60,200","1,199","73,122,200","87,611,186,000","0.01","1,429,220"
,000660,SK하이닉스,"83,200","-900","-1.1","84,100","84,200","82,900","2,876,295","239,611,385,215","60,569,796,768,000","4.01","728,002,365"
,000670,영풍,"512,000","24,000","4.9","488,000","521,000","487,500","6,933","3,531,558,000","943,124,480,000","0.06","1,842,040"
,000680,LS네트웍스,"2,160","80","3.8","2,090","2,595","2,060","1,553,000","3,639,287,285","170,214,514,560","0.01","78,803,016"
,000700,유수홀딩스,"5,850","0","0.0","5,850","5,890","5,780","25,005","145,798,930","152,344,600,200","0.01","26,041,812"
,000720,현대건설,"35,600","300","0.8","35,250","36,200","35,050","1,045,851","37,459,083,100","3,964,265,234,000","0.26","111,355,765"
,000725,현대건설우,"265,000","19,000","7.7","240,500","265,000","240,500","13,098","3,382,414,000","26,196,840,000","0.00","98,856"
,000760,이화산업,"14,300","-100","-0.7","14,200","14,350","14,100","1,235","17,511,900","40,040,000,000","0.00","2,800,000"
,000810,삼성화재,"183,000","-500","-0.3","182,500","187,500","182,500","75,776","14,022,515,500","8,669,595,171,000","0.57","47,374,837"
,000815,삼성화재우,"125,000","-1,000","-0.8","126,000","127,000","124,500","16,195","2,036,911,000","399,000,000,000","0.03","3,192,000"
,000850,화천기공,"31,000","-100","-0.3","31,000","31,250","30,850","1,809","55,996,500","68,200,000,000","0.00","2,200,000"
,000860,강남제비스코,"15,000","300","2.0","14,700","15,150","14,650","17,724","264,991,900","97,500,000,000","0.01","6,500,000"
,000880,한화,"23,850","-150","-0.6","24,050","24,600","23,800","307,030","7,424,926,900","1,787,765,829,750","0.12","74,958,735"
,000885,한화우,"48,600","350","0.7","48,500","52,600","47,500","116,046","5,791,775,200","23,293,688,400","0.00","479,294"
,00088K,한화3우B,"11,750","-50","-0.4","11,800","11,950","11,700","113,043","1,334,971,150","264,046,000,000","0.02","22,472,000"
,000890,보해양조,"920","-7","-0.8","920","928","906","3,073,097","2,812,566,459","117,253,423,160","0.01","127,449,373"
,000910,유니온,"5,390","50","0.9","5,340","5,420","5,310","896,309","4,946,333,830","84,146,626,410","0.01","15,611,619"
,000950,전방,"24,450","-2,550","-9.4","25,500","26,250","24,300","76,436","1,924,218,050","41,076,000,000","0.00","1,680,000"
,000970,한국주철관,"9,820","-30","-0.3","10,000","10,250","9,800","1,546,098","15,462,017,920","223,900,910,000","0.01","22,800,500"
,000990,DB하이텍,"30,400","-500","-1.6","30,950","30,950","30,150","579,098","17,600,290,000","1,349,717,075,200","0.09","44,398,588"
,000995,DB하이텍1우,"63,300","-2,000","-3.1","65,500","65,500","63,100","4,242","270,607,100","7,109,602,800","0.00","112,316"
,001020,페이퍼코리아,"1,500","-45","-2.9","1,525","1,535","1,490","207,621","313,180,905","52,749,420,000","0.00","35,166,280"
,001040,CJ,"86,500","-700","-0.8","86,800","88,100","86,500","64,980","5,655,788,600","2,523,810,327,000","0.17","29,176,998"
,001045,CJ우,"44,050","-400","-0.9","44,650","44,700","44,000","10,952","484,927,950","99,562,823,150","0.01","2,260,223"
,00104K,CJ4우(전환),"60,100","-400","-0.7","60,100","60,500","59,700","12,334","739,711,800","254,013,371,200","0.02","4,226,512"
,001060,JW중외제약,"36,050","800","2.3","35,250","36,150","34,700","225,602","7,991,176,350","754,167,946,700","0.05","20,920,054"
,001065,JW중외제약우,"72,200","3,100","4.5","67,500","78,900","64,300","160,441","11,481,063,800","12,444,464,200","0.00","172,361"
,001067,JW중외제약2우B,"61,900","1,300","2.2","61,100","65,700","58,800","30,574","1,898,975,600","5,594,150,600","0.00","90,374"
,001070,대한방직,"31,050","250","0.8","30,800","31,200","30,200","10,271","316,757,200","164,565,000,000","0.01","5,300,000"
,001080,만호제강,"14,550","-50","-0.3","14,600","14,700","14,100","11,462","164,761,150","60,382,500,000","0.00","4,150,000"
,001120,LG상사,"15,450","150","1.0","15,300","16,200","15,300","707,515","11,215,287,150","598,842,000,000","0.04","38,760,000"
,001130,대한제분,"154,000","-500","-0.3","153,500","157,000","152,500","7,304","1,131,039,000","260,260,000,000","0.02","1,690,000"
,001140,국보,"2,535","300","13.4","2,220","2,540","2,195","14,725,041","35,879,846,230","113,051,714,295","0.01","44,596,337"
,001200,유진투자증권,"3,435","-30","-0.9","3,480","3,585","3,400","1,070,361","3,739,649,135","332,736,145,830","0.02","96,866,418"
,001210,금호전기,"3,625","-20","-0.6","3,680","3,690","3,520","50,126","180,719,400","43,434,097,500","0.00","11,981,820"
,001230,동국제강,"6,340","200","3.3","6,180","6,440","6,050","2,371,596","15,001,570,550","605,043,552,580","0.04","95,432,737"
,001250,GS글로벌,"1,755","0","0.0","1,765","1,770","1,740","291,505","511,462,930","144,846,755,820","0.01","82,533,764"
,001260,남광토건,"10,850","-100","-0.9","10,850","11,000","10,750","37,136","403,426,100","106,640,429,350","0.01","9,828,611"
,001270,부국증권,"19,200","-50","-0.3","19,200","19,400","19,150","1,987","38,222,200","199,101,811,200","0.01","10,369,886"
,001275,부국증권우,"18,100","50","0.3","18,050","18,150","18,000","507","9,172,150","54,300,000,000","0.00","3,000,000"
,001290,상상인증권,"1,090","10","0.9","1,080","1,100","1,060","107,793","117,133,140","104,758,196,330","0.01","96,108,437"
,001340,백광산업,"3,370","-10","-0.3","3,420","3,450","3,280","3,400,236","11,400,276,225","151,375,031,590","0.01","44,918,407"
,001360,삼성제약,"3,940","20","0.5","3,975","4,050","3,890","2,099,586","8,311,265,440","242,505,869,220","0.02","61,549,713"
,001380,SG충방,"1,630","20","1.2","1,610","1,725","1,575","2,410,951","4,004,518,745","73,291,553,090","0.00","44,964,143"
,001390,KG케미칼,"14,600","250","1.7","14,300","14,750","14,250","231,737","3,369,264,200","189,993,187,200","0.01","13,013,232"
,001420,태원물산,"3,475","25","0.7","3,460","3,530","3,425","6,238","21,650,995","26,410,000,000","0.00","7,600,000"
,001430,세아베스틸,"11,350","850","8.1","10,550","12,150","10,500","933,749","10,643,222,200","407,035,050,650","0.03","35,862,119"
,001440,대한전선,"823","26","3.3","797","834","781","8,384,191","6,779,715,266","704,877,286,407","0.05","856,473,009"
,001450,현대해상,"23,600","200","0.8","23,400","24,200","23,350","323,375","7,725,854,050","2,109,840,000,000","0.14","89,400,000"
,001460,BYC,"207,000","0","0.0","206,000","208,000","205,000","497","102,369,500","129,295,305,000","0.01","624,615"
,001465,BYC우,"119,000","1,500","1.3","116,000","119,500","116,000","126","14,811,500","25,630,815,000","0.00","215,385"
,001470,삼부토건,"744","3","0.4","743","761","734","1,135,371","847,514,720","102,334,497,792","0.01","137,546,368"
,001500,현대차증권,"9,300","90","1.0","9,260","9,430","9,220","134,632","1,257,558,370","272,835,132,300","0.02","29,337,111"
,001510,SK증권,"878","1","0.1","901","915","875","36,380,160","32,618,753,942","414,934,170,138","0.03","472,590,171"
,001515,SK증권우,"7,430","420","6.0","7,700","8,260","7,300","3,941,352","30,460,760,890","29,069,979,020","0.00","3,912,514"
,001520,동양,"1,190","15","1.3","1,175","1,235","1,170","1,603,703","1,916,404,770","284,034,034,970","0.02","238,684,063"
,001525,동양우,"6,250","180","3.0","6,040","6,250","6,040","8,963","55,047,820","3,860,818,750","0.00","617,731"
,001527,동양2우B,"11,750","0","0.0","11,750","11,750","11,400","1,591","18,389,950","3,625,685,750","0.00","308,569"
,001529,동양3우B,"26,700","100","0.4","27,100","27,100","26,550","644","17,241,800","2,395,577,400","0.00","89,722"
,001530,DI동일,"72,900","1,900","2.7","71,000","73,500","70,400","23,850","1,728,847,700","179,742,896,100","0.01","2,465,609"
,001550,조비,"22,050","-100","-0.4","22,050","22,300","21,750","151,582","3,323,424,600","114,488,869,950","0.01","5,192,239"
,001560,제일연마,"6,470","100","1.6","6,380","6,470","6,320","16,909","107,913,740","64,700,000,000","0.00","10,000,000"
,001570,금양,"4,305","80","1.9","4,200","4,330","4,155","282,131","1,199,294,340","189,627,221,175","0.01","44,048,135"
,001620,케이비아이동국실업,"561","1","0.2","560","567","552","25,835","14,447,474","37,049,602,392","0.00","66,042,072"
,001630,종근당홀딩스,"118,500","-3,000","-2.5","121,500","121,500","118,000","22,091","2,634,102,000","593,668,528,500","0.04","5,009,861"
,001680,대상,"26,500","650","2.5","25,800","26,600","25,750","323,362","8,459,056,400","918,172,662,500","0.06","34,648,025"
,001685,대상우,"13,900","50","0.4","14,050","14,050","13,500","16,591","227,942,800","19,046,099,700","0.00","1,370,223"
,001720,신영증권,"45,050","250","0.6","44,800","45,400","44,550","6,398","287,683,250","422,849,976,850","0.03","9,386,237"
,001725,신영증권우,"43,850","-100","-0.2","44,000","44,150","43,500","576","25,308,100","309,307,507,550","0.02","7,053,763"
,001740,SK네트웍스,"5,190","60","1.2","5,240","5,430","5,190","1,920,838","10,169,466,120","1,288,093,887,930","0.09","248,187,647"
,001745,SK네트웍스우,"221,500","51,000","29.9","220,000","221,500","196,500","100,585","21,190,532,500","25,173,032,000","0.00","113,648"
,001750,한양증권,"8,200","-60","-0.7","8,250","8,430","8,200","65,233","543,103,870","104,373,978,800","0.01","12,728,534"
,001755,한양증권우,"14,600","-950","-6.1","15,900","15,900","14,600","47,062","723,907,350","7,665,000,000","0.00","525,000"
,001770,신화실업,"21,000","650","3.2","20,200","21,350","20,150","8,129","169,231,900","25,512,438,000","0.00","1,214,878"
,001780,알루코,"2,005","10","0.5","2,010","2,135","1,990","1,979,691","4,067,570,660","149,420,824,510","0.01","74,524,102"
,001790,대한제당,"19,050","0","0.0","18,900","19,350","18,900","12,598","240,399,800","170,871,984,900","0.01","8,969,658"
,001795,대한제당우,"13,650","200","1.5","13,600","13,650","13,400","1,440","19,472,800","8,848,967,400","0.00","648,276"
,001800,오리온홀딩스,"13,300","-50","-0.4","13,350","13,400","13,200","82,599","1,100,116,500","833,184,112,600","0.06","62,645,422"
,001820,삼화콘덴서,"56,400","-500","-0.9","56,500","56,800","55,000","298,012","16,620,364,700","586,278,000,000","0.04","10,395,000"
,001880,대림건설,"29,000","-750","-2.5","29,700","30,100","28,850","126,938","3,754,237,550","639,545,236,000","0.04","22,053,284"
,001940,KISCO홀딩스,"11,550","200","1.8","11,200","11,550","11,200","4,431","50,485,950","213,402,189,000","0.01","18,476,380"
,002020,코오롱,"19,400","200","1.0","19,200","19,700","18,850","90,551","1,753,424,650","244,952,664,400","0.02","12,626,426"
,002025,코오롱우,"12,000","0","0.0","12,000","12,300","11,750","20,811","250,751,950","12,916,680,000","0.00","1,076,390"
,002030,아세아,"73,000","1,300","1.8","72,000","73,400","71,300","6,649","484,732,900","159,944,752,000","0.01","2,191,024"
,002070,남영비비안,"1,035","-35","-3.3","1,055","1,060","1,025","2,288,383","2,364,881,930","71,083,230,750","0.00","68,679,450"
,002100,경농,"13,350","0","0.0","13,150","13,600","13,000","351,279","4,657,031,350","289,584,862,500","0.02","21,691,750"
,002140,고려산업,"3,715","-70","-1.8","3,785","3,800","3,715","576,821","2,159,831,685","92,649,963,875","0.01","24,939,425"
,002150,도화엔지니어링,"8,140","-140","-1.7","8,260","8,260","8,010","103,038","837,260,910","274,480,800,000","0.02","33,720,000"
,002170,삼양통상,"56,500","-1,000","-1.7","57,500","57,500","55,800","4,145","234,471,700","169,500,000,000","0.01","3,000,000"
,002200,한국수출포장,"18,650","0","0.0","18,600","18,850","18,350","7,031","130,114,700","74,600,000,000","0.00","4,000,000"
,002210,동성제약,"12,200","-50","-0.4","12,250","12,300","12,000","176,827","2,139,639,600","318,063,125,600","0.02","26,070,748"
,002220,한일철강,"1,780","30","1.7","1,760","1,780","1,700","186,865","324,570,635","40,657,935,860","0.00","22,841,537"
,002240,고려제강,"16,300","200","1.2","16,200","16,750","16,000","91,510","1,501,627,900","326,000,000,000","0.02","20,000,000"
,002270,롯데푸드,"334,000","-500","-0.2","334,500","338,000","333,000","2,650","886,489,500","378,044,580,000","0.03","1,131,870"
,002310,아세아제지,"27,400","-150","-0.5","27,550","27,650","27,250","44,512","1,217,253,400","245,408,154,800","0.02","8,956,502"
,002320,한진,"52,000","-200","-0.4","52,200","52,700","51,200","72,258","3,749,560,000","622,682,112,000","0.04","11,974,656"
,002350,넥센타이어,"5,300","70","1.3","5,250","5,330","5,210","324,371","1,717,401,160","517,639,748,100","0.03","97,667,877"
,002355,넥센타이어1우B,"2,325","25","1.1","2,305","2,325","2,305","7,003","16,212,835","15,112,500,000","0.00","6,500,000"
,002360,SH에너지화학,"822","8","1.0","817","827","815","678,250","557,218,299","91,351,926,060","0.01","111,133,730"
,002380,KCC,"142,500","500","0.4","142,000","147,000","142,000","58,740","8,486,795,000","1,266,322,117,500","0.08","8,886,471"
,002390,한독,"30,500","450","1.5","30,050","31,250","29,500","186,413","5,671,983,400","419,787,756,500","0.03","13,763,533"
,002410,범양건영,"5,200","-80","-1.5","5,250","5,320","5,190","958,510","5,028,489,690","129,126,306,400","0.01","24,831,982"
,002420,세기상사,"62,600","1,300","2.1","60,300","64,900","60,300","13,597","854,426,400","25,515,259,200","0.00","407,592"
,002450,삼익악기,"1,505","0","0.0","1,500","1,510","1,490","214,564","321,749,840","136,249,027,075","0.01","90,530,915"
,002460,화성산업,"10,600","100","1.0","10,450","10,800","10,400","96,118","1,018,686,100","131,978,480,000","0.01","12,450,800"
,002600,조흥,"156,000","500","0.3","155,500","158,000","155,500","103","16,085,000","93,600,000,000","0.01","600,000"
,002620,제일파마홀딩스,"21,750","1,950","9.8","20,000","21,950","19,200","366,151","7,722,705,500","347,420,471,250","0.02","15,973,355"
,002630,오리엔트바이오,"744","-41","-5.2","773","773","700","3,352,430","2,482,035,892","75,738,453,024","0.01","101,798,996"
,002690,동일제강,"1,940","10","0.5","1,930","1,945","1,920","13,713","26,475,795","29,100,000,000","0.00","15,000,000"
,002700,신일전자,"1,820","-25","-1.4","1,850","1,850","1,805","1,037,436","1,887,472,845","129,306,488,220","0.01","71,047,521"
,002710,TCC스틸,"1,910","5","0.3","1,910","1,925","1,890","22,429","42,871,555","43,930,000,000","0.00","23,000,000"
,002720,국제약품,"13,450","2,300","20.6","11,950","14,250","10,700","27,908,161","339,799,567,250","247,486,994,000","0.02","18,400,520"
,002760,보락,"1,860","5","0.3","1,845","1,895","1,845","566,747","1,058,688,080","111,414,000,000","0.01","59,900,000"
,002780,진흥기업,"2,700","-140","-4.9","2,765","2,800","2,650","1,243,240","3,369,870,115","392,773,711,500","0.03","145,471,745"
,002785,진흥기업우B,"6,080","-250","-4.0","6,280","6,280","6,000","103,507","629,673,190","5,211,885,440","0.00","857,218"
,002787,진흥기업2우B,"16,600","50","0.3","16,200","17,000","15,800","49,424","801,205,550","4,893,812,800","0.00","294,808"
,002790,아모레G,"53,700","-1,200","-2.2","54,500","55,200","53,600","112,918","6,093,763,100","4,428,004,266,000","0.29","82,458,180"
,002795,아모레G우,"23,950","-600","-2.4","24,550","24,600","23,800","51,735","1,248,516,600","154,328,291,500","0.01","6,443,770"
,00279K,아모레G3우(전환),"34,250","-600","-1.7","34,850","34,850","34,250","10,234","353,551,450","242,907,850,000","0.02","7,092,200"
,002810,삼영무역,"13,050","-200","-1.5","13,200","13,200","13,050","23,210","304,217,600","240,993,671,400","0.02","18,466,948"
,002820,선창산업,"3,665","115","3.2","3,605","3,675","3,565","47,518","172,509,195","46,208,279,685","0.00","12,607,989"
,002840,미원상사,"77,500","1,000","1.3","76,500","77,500","76,500","929","71,638,000","385,175,000,000","0.03","4,970,000"
,002870,신풍제지,"1,645","55","3.5","1,590","1,690","1,515","880,622","1,401,394,355","57,507,061,500","0.00","34,958,700"
,002880,대유에이텍,"676","-6","-0.9","682","685","673","143,395","97,540,710","72,275,207,212","0.00","106,915,987"
,002900,동양물산,"1,050","-10","-0.9","1,065","1,065","1,045","1,049,006","1,105,354,185","132,304,840,500","0.01","126,004,610"
,002920,유성기업,"2,465","-5","-0.2","2,470","2,480","2,445","18,321","45,274,015","63,960,587,500","0.00","25,947,500"
,002960,한국쉘석유,"236,000","0","0.0","236,500","238,000","234,500","1,478","348,475,500","306,800,000,000","0.02","1,300,000"
,002990,금호산업,"6,810","110","1.6","6,720","6,870","6,650","122,066","825,710,590","249,477,022,440","0.02","36,633,924"
,002995,금호산업우,"38,450","2,050","5.6","36,750","39,200","36,750","19,678","750,260,700","11,237,627,700","0.00","292,266"
,003000,부광약품,"37,750","-3,250","-7.9","41,400","41,700","37,300","13,185,010","512,372,757,700","2,447,633,669,500","0.16","64,837,978"
,003010,혜인,"5,120","245","5.0","4,930","5,410","4,870","3,183,101","16,466,337,500","65,089,264,640","0.00","12,712,747"
,003030,세아제강지주,"39,650","1,600","4.2","38,450","44,950","38,300","99,031","4,087,683,950","164,216,700,050","0.01","4,141,657"
,003060,에이프로젠제약,"1,500","-25","-1.6","1,525","1,535","1,490","7,874,897","11,841,936,715","597,863,649,000","0.04","398,575,766"
,003070,코오롱글로벌,"11,600","1,500","14.8","10,150","12,500","9,990","1,964,459","22,424,378,030","292,441,080,800","0.02","25,210,438"
,003075,코오롱글로벌우,"26,750","1,950","7.9","24,600","30,450","24,350","200,352","5,520,719,250","8,367,480,250","0.00","312,803"
,003080,성보화학,"4,425","-30","-0.7","4,480","4,480","4,335","24,325","107,196,235","88,588,500,000","0.01","20,020,000"
,003090,대웅,"23,100","0","0.0","23,300","23,300","22,650","306,194","7,007,534,750","1,343,079,738,000","0.09","58,141,980"
,003120,일성신약,"81,000","500","0.6","81,500","81,600","79,400","7,146","575,808,800","215,460,000,000","0.01","2,660,000"
,003160,디아이,"4,220","-60","-1.4","4,280","4,340","4,180","195,941","827,689,990","132,916,432,700","0.01","31,496,785"
,003200,일신방직,"66,500","-1,200","-1.8","67,700","67,700","65,300","8,229","544,632,400","159,600,000,000","0.01","2,400,000"
,003220,대원제약,"21,000","1,800","9.4","21,250","22,000","19,400","4,680,553","96,737,501,450","425,115,663,000","0.03","20,243,603"
,003230,삼양식품,"123,000","-1,500","-1.2","124,500","124,500","121,500","87,061","10,688,358,500","926,560,845,000","0.06","7,533,015"
,003240,태광산업,"706,000","5,000","0.7","702,000","714,000","699,000","948","670,394,000","786,060,400,000","0.05","1,113,400"
,003280,흥아해운,"258","0","0.0","0","0","0","0","0","30,117,000,222","0.00","116,732,559"
,003300,한일홀딩스,"44,250","350","0.8","43,900","44,750","43,550","1,842","81,099,100","265,250,253,000","0.02","5,994,356"
,003350,한국화장품제조,"42,050","-450","-1.1","42,600","42,700","41,600","61,738","2,583,149,500","190,570,600,000","0.01","4,532,000"
,003410,쌍용양회,"4,945","-5","-0.1","4,950","4,965","4,930","851,054","4,214,625,945","2,491,585,697,275","0.17","503,859,595"
,003415,쌍용양회우,"14,400","100","0.7","14,450","14,450","14,200","2,040","29,129,850","22,229,064,000","0.00","1,543,685"
,003460,유화증권,"2,175","20","0.9","2,170","2,205","2,160","8,225","17,954,060","123,327,752,625","0.01","56,702,415"
,003465,유화증권우,"2,410","100","4.3","2,340","2,590","2,315","30,677","76,033,050","42,118,184,250","0.00","17,476,425"
,003470,유안타증권,"2,925","0","0.0","2,935","2,975","2,900","591,523","1,739,540,040","583,819,984,800","0.04","199,596,576"
,003475,유안타증권우,"2,240","25","1.1","2,240","2,315","2,200","257,239","579,296,260","28,923,354,880","0.00","12,912,212"
,003480,한진중공업홀딩스,"3,620","85","2.4","3,540","3,690","3,535","65,531","236,188,955","106,897,919,440","0.01","29,529,812"
,003490,대한항공,"19,100","-350","-1.8","19,400","19,400","18,750","1,480,733","28,216,899,050","1,811,532,509,400","0.12","94,844,634"
,003495,대한항공우,"18,650","-350","-1.8","19,000","19,000","18,350","39,016","727,416,850","20,716,308,100","0.00","1,110,794"
,003520,영진약품,"5,990","250","4.4","5,780","6,020","5,650","2,652,353","15,492,654,050","1,095,527,458,690","0.07","182,892,731"
,003530,한화투자증권,"1,840","20","1.1","1,830","1,880","1,820","1,246,050","2,313,085,390","394,767,906,000","0.03","214,547,775"
,003535,한화투자증권우,"3,025","150","5.2","2,940","3,130","2,750","1,681,087","5,018,152,090","14,520,000,000","0.00","4,800,000"
,003540,대신증권,"10,550","-100","-0.9","10,650","10,750","10,500","153,393","1,634,068,100","535,659,370,000","0.04","50,773,400"
,003545,대신증권우,"9,390","90","1.0","9,330","9,440","9,280","171,432","1,609,051,160","244,140,000,000","0.02","26,000,000"
,003547,대신증권2우B,"9,010","120","1.4","8,900","9,060","8,870","108,029","973,384,170","90,100,000,000","0.01","10,000,000"
,003550,LG,"73,200","1,000","1.4","71,800","73,800","71,700","217,777","15,925,201,600","12,631,181,989,200","0.84","172,557,131"
,003555,LG우,"47,500","150","0.3","47,500","47,700","47,350","5,770","274,138,700","157,447,157,500","0.01","3,314,677"
,003560,IHQ,"1,545","-15","-1.0","1,560","1,575","1,535","733,670","1,138,302,015","225,934,230,660","0.01","146,235,748"
,003570,S&T중공업,"5,220","-110","-2.1","5,330","5,330","5,180","88,770","464,181,930","173,579,078,340","0.01","33,252,697"
,003580,넥스트사이언스,"5,230","-100","-1.9","5,350","5,420","5,190","167,968","880,172,090","167,427,686,660","0.01","32,012,942"
,003610,방림,"1,750","20","1.2","1,715","1,755","1,715","37,026","64,523,745","74,049,657,500","0.00","42,314,090"
,003620,쌍용차,"4,035","105","2.7","3,935","4,150","3,855","6,428,890","25,837,847,835","604,604,408,070","0.04","149,840,002"
,003650,미창석유,"57,700","200","0.4","57,500","58,100","57,500","716","41,494,200","100,379,074,400","0.01","1,739,672"
,003670,포스코케미칼,"73,300","-1,200","-1.6","73,900","73,900","71,500","900,121","65,339,909,700","4,470,436,526,000","0.30","60,988,220"
,003680,한성기업,"18,700","1,550","9.0","17,150","19,600","16,900","1,447,656","27,028,515,450","116,117,930,500","0.01","6,209,515"
,003690,코리안리,"7,260","80","1.1","7,240","7,300","7,180","435,798","3,157,209,440","873,879,782,160","0.06","120,369,116"
,003720,삼영화학,"1,320","45","3.5","1,275","1,335","1,235","451,625","589,757,665","44,880,000,000","0.00","34,000,000"
,003780,진양산업,"3,640","-25","-0.7","3,645","3,675","3,595","335,460","1,217,433,260","47,320,000,000","0.00","13,000,000"
,003830,대한화섬,"88,700","100","0.1","89,600","89,600","88,400","940","83,524,300","117,793,600,000","0.01","1,328,000"
,003850,보령제약,"15,650","300","2.0","15,450","15,700","15,150","415,111","6,402,657,650","745,253,000,000","0.05","47,620,000"
,003920,남양유업,"270,500","2,000","0.7","268,500","273,000","268,500","2,197","594,891,000","194,760,000,000","0.01","720,000"
,003925,남양유업우,"157,500","3,000","1.9","154,500","159,000","149,000","3,758","578,014,000","26,249,265,000","0.00","166,662"
,003960,사조대림,"14,100","50","0.4","14,100","14,250","14,000","19,615","276,842,250","129,218,984,700","0.01","9,164,467"
,004000,롯데정밀화학,"45,050","-550","-1.2","45,250","46,200","44,800","83,516","3,794,778,650","1,162,290,000,000","0.08","25,800,000"
,004020,현대제철,"27,150","450","1.7","26,200","28,500","25,850","3,522,504","97,215,589,600","3,623,053,062,750","0.24","133,445,785"
,004060,SG세계물산,"660","-28","-4.1","682","692","657","6,861,741","4,615,391,218","133,600,473,600","0.01","202,424,960"
,004080,신흥,"9,130","20","0.2","9,110","9,130","9,050","1,178","10,719,190","87,648,000,000","0.01","9,600,000"
,004090,한국석유,"97,400","1,800","1.9","95,600","97,400","95,300","3,957","382,069,100","63,816,480,000","0.00","655,200"
,004100,태양금속,"1,105","-5","-0.4","1,115","1,115","1,095","167,089","183,798,865","40,553,500,000","0.00","36,700,000"
,004105,태양금속우,"3,365","45","1.4","3,345","3,515","3,330","68,848","232,262,345","11,104,500,000","0.00","3,300,000"
